"","num Df","den Df","MSE","F","ges","Pr(>F)"
"Order",1,21,5575.78756957328,4.16930124534384,0.0598159028182334,0.0539233502383383
"time_phase",4.48506676015383,94.1864019632305,2636.32639348017,8.95654238153626,0.224703791773645,1.4064769413907e-06
"Order:time_phase",4.48506676015383,94.1864019632305,2636.32639348017,3.29667961745778,0.09639564509955,0.0111377309749852
