"order","pellet_type","N","Mean","SD","SEM"
"ProteinRestricted","PR",6,67.6666666666667,5.12510162500869,2.09231397686336
"ProteinRestricted","RICH",6,32.3333333333333,8.89194391945128,3.63012090401653
"NonRestricted","PR",6,78,13.6235090927411,5.56177429723046
"NonRestricted","RICH",6,19.6666666666667,10.9117673484485,4.4547103659435
