"order","pellet_type","N","Mean","SD","SEM"
"ProteinRestricted","PR",6,16.0330272063422,2.1756903365791,0.888221860487165
"ProteinRestricted","RICH",6,8.78781700465159,2.34598361793784,0.95774380147935
"NonRestricted","PR",6,16.2245433223361,1.72543939477322,0.704407683215168
"NonRestricted","RICH",6,6.47577216264924,2.06146374959267,0.841589051624433
