"","Order","Sex","Diet_Phase","Current_Size","Next_Size","Mean_Time_Gap","SD_Time_Gap","Count"
"195",1,"M","PR","7","6",72.8888888888889,57.7955311933884,3
"196",1,"M","PR","7","7",54.9166666672224,27.1283267295577,6
"197",2,"F","NR","1","1",9.34871794872367,17.2293268528369,117
"198",2,"F","NR","1","2",17.6678160919118,36.2795351293854,87
"199",2,"F","NR","1","3",17.9013888888858,34.6393103724509,108
"200",2,"F","NR","1","4",13.6158730159088,21.8646020466836,84
"201",2,"F","NR","1","5",15.0527777777839,27.0358843669101,54
"202",2,"F","NR","1","6",17.8234374998958,26.2147523580341,32
"203",2,"F","NR","1","7",19.212280701772,32.0932980398841,19
"204",2,"F","NR","2","1",10.655620155035,19.3997827982021,86
"205",2,"F","NR","2","2",17.5248858448037,29.227044532908,73
"206",2,"F","NR","2","3",19.2744444444445,28.7238157487489,105
"207",2,"F","NR","2","4",32.4453051643098,42.6105565934042,71
"208",2,"F","NR","2","5",22.5012820513675,33.0920522748582,39
"209",2,"F","NR","2","6",31.196376811739,40.0522427008886,23
"210",2,"F","NR","2","7",17.8199999999999,21.8191112109336,20
"211",2,"F","NR","3","1",14.8366987179488,29.2448922673929,104
"212",2,"F","NR","3","2",19.5603030303363,31.9159658886511,110
"213",2,"F","NR","3","3",23.5884514435644,34.1693833938528,127
"214",2,"F","NR","3","4",29.3600000000333,44.4275633345176,100
"215",2,"F","NR","3","5",28.9943333333333,38.7775396410375,50
"216",2,"F","NR","3","6",21.5613095237023,26.756077365336,28
"217",2,"F","NR","3","7",25.6263888888612,43.5250870759324,12
"218",2,"F","NR","4","1",14.2122807017473,20.7367536132569,95
"219",2,"F","NR","4","2",29.177314814861,45.944894725944,72
"220",2,"F","NR","4","3",23.0241379310383,39.2162007205867,87
"221",2,"F","NR","4","4",20.858658008658,28.3244149548069,77
"222",2,"F","NR","4","5",33.8669590643217,39.5804904356742,57
"223",2,"F","NR","4","6",56.5296296296297,73.9609797219005,18
"224",2,"F","NR","4","7",41.2904761904761,47.9616770601538,14
"225",2,"F","NR","5","1",14.5638418079096,21.6069380425844,59
"226",2,"F","NR","5","2",23.7829629629556,33.5196699920374,45
"227",2,"F","NR","5","3",26.3672955973962,38.789701878355,53
"228",2,"F","NR","5","4",30.6618055556251,52.192150999959,48
"229",2,"F","NR","5","5",24.879797979798,28.2407509310988,33
"230",2,"F","NR","5","6",19.9411111111111,16.5131439191485,30
"231",2,"F","NR","5","7",36.1180555555557,34.6528771076082,12
"232",2,"F","NR","6","1",21.5964285714287,26.716620787043,28
"233",2,"F","NR","6","2",52.7194444444074,76.0440662259303,18
"234",2,"F","NR","6","3",27.278846153859,46.6689310302222,26
"235",2,"F","NR","6","4",22.5550000000001,23.0489970983854,30
"236",2,"F","NR","6","5",43.9739583335417,50.6242454589282,32
"237",2,"F","NR","6","6",19.1190476190479,11.1606635131121,7
"238",2,"F","NR","6","7",27.6309523809526,13.1966621361002,7
"239",2,"F","NR","7","1",34.4288888888665,46.0702329897094,15
"240",2,"F","NR","7","2",16.6055555555557,13.8974564685877,6
"241",2,"F","NR","7","3",24.1878787878636,28.7511413078447,22
"242",2,"F","NR","7","4",52.9352941176469,60.1457913007454,17
"243",2,"F","NR","7","5",27.8931372548627,39.0459554113925,17
"244",2,"F","NR","7","6",26.5851851851849,25.0557163089199,9
"245",2,"F","NR","7","7",37.975,38.4106020761436,4
"246",2,"F","PR","1","1",11.8557629338422,27.0229759013468,509
"247",2,"F","PR","1","2",11.3105236656657,21.3157280385553,331
"248",2,"F","PR","1","3",14.3808370044023,26.4795125185429,227
"249",2,"F","PR","1","4",13.3763227513545,24.4181903373053,126
"250",2,"F","PR","1","5",14.0166666666344,26.8921950849924,72
"251",2,"F","PR","1","6",26.0311827956991,35.8772920914277,31
"252",2,"F","PR","1","7",43.3652777777777,64.3200376661143,12
"253",2,"F","PR","2","1",12.2153623188184,22.6535748444664,345
"254",2,"F","PR","2","2",14.3684294871378,24.2330700698592,208
"255",2,"F","PR","2","3",20.5300438596031,28.5611893022356,152
"256",2,"F","PR","2","4",24.2533707865206,37.8049466476781,89
"257",2,"F","PR","2","5",24.2434210527369,34.9564633856937,38
"258",2,"F","PR","2","6",35.3968253968413,37.0250413080334,21
"259",2,"F","PR","2","7",65.8583333325001,72.2547416103687,4
"260",2,"F","PR","3","1",15.1051773049518,27.4122417891487,235
"261",2,"F","PR","3","2",17.4807017543743,30.1277345119938,171
"262",2,"F","PR","3","3",16.7670068027075,24.2311625173746,147
"263",2,"F","PR","3","4",18.7156028368795,29.3162838305945,47
"264",2,"F","PR","3","5",30.5708333333057,36.0169489255351,24
"265",2,"F","PR","3","6",39.1288888888889,40.8324861266177,15
"266",2,"F","PR","3","7",14.1583333333338,1.73241161390627,2
"267",2,"F","PR","4","1",20.4571614583698,43.4919885163944,128
"268",2,"F","PR","4","2",17.3437229437187,28.3607841787262,77
"269",2,"F","PR","4","3",26.3756038647246,42.5621402290855,69
"270",2,"F","PR","4","4",30.7589147286667,34.2709836753374,43
"271",2,"F","PR","4","5",32.9235294117644,37.9412178110684,17
"272",2,"F","PR","4","6",38.9624999995833,38.4565026907871,8
"273",2,"F","PR","4","7",77.8611111111107,70.9385225493276,3
"274",2,"F","PR","5","1",13.0836021505483,16.8368328050845,62
"275",2,"F","PR","5","2",16.0452898550724,21.0475199157875,46
"276",2,"F","PR","5","3",20.2291666666666,27.7334279410662,24
"277",2,"F","PR","5","4",32.1520833333332,40.4369191190201,24
"278",2,"F","PR","5","5",48.2027777780559,53.4766180538539,12
"279",2,"F","PR","5","6",12.1888888888885,7.25299427312058,3
"280",2,"F","PR","5","7",25.0111111111109,4.00819761840006,3
"281",2,"F","PR","6","1",15.4652777776389,26.8085054444395,24
"282",2,"F","PR","6","2",23.4888888888886,32.3163777050254,18
"283",2,"F","PR","6","3",26.3468749999999,38.3832878461399,16
"284",2,"F","PR","6","4",33.2692307692308,51.0960351464997,13
"285",2,"F","PR","6","5",37.5791666666669,46.1437116302521,8
"286",2,"F","PR","6","6",38.2416666666669,34.2930196168907,6
"287",2,"F","PR","7","1",7.17222222222234,4.48950215832819,6
"288",2,"F","PR","7","2",48.4291666666666,55.9521810786703,8
"289",2,"F","PR","7","3",41.6750000000001,37.760309482607,6
"290",2,"F","PR","7","4",23.5777777777777,28.8872729248896,3
"291",2,"F","PR","7","5",21.8666666666668,NA,1
"292",2,"F","PR","7","6",101.433333333333,NA,1
"293",2,"M","NR","1","1",11.4024193548602,19.1670056167235,124
"294",2,"M","NR","1","2",12.7551075269301,22.2352049804996,62
"295",2,"M","NR","1","3",11.2236714975942,22.1560090489092,69
"296",2,"M","NR","1","4",15.7771367521112,27.4471762252958,78
"297",2,"M","NR","1","5",12.7488095238095,18.4095152620979,70
"298",2,"M","NR","1","6",17.705367231582,26.1116667822406,59
"299",2,"M","NR","1","7",21.310476190381,38.0845361901801,35
"300",2,"M","NR","2","1",13.9148717948564,22.6830423236098,65
"301",2,"M","NR","2","2",11.5072916666668,12.4408874234768,32
"302",2,"M","NR","2","3",13.9036036035945,16.4148566097183,37
"303",2,"M","NR","2","4",18.3285087718421,24.6283933980971,38
"304",2,"M","NR","2","5",11.7685897435769,9.55935182243445,26
"305",2,"M","NR","2","6",25.5137681159421,38.3148106277292,23
"306",2,"M","NR","2","7",34.1055555559259,45.5024640664147,9
"307",2,"M","NR","3","1",15.0216931217408,15.384555233903,63
"308",2,"M","NR","3","2",15.28458333335,21.5688275471544,40
"309",2,"M","NR","3","3",19.9936274510882,27.1174264093498,34
"310",2,"M","NR","3","4",25.3015723270378,36.1349613279552,53
"311",2,"M","NR","3","5",23.0323232323233,26.8491328807426,33
"312",2,"M","NR","3","6",37.7333333333334,38.544847339304,14
"313",2,"M","NR","3","7",52.0740740740742,40.2646868572955,9
"314",2,"M","NR","4","1",17.3930379747257,31.1719990191167,79
"315",2,"M","NR","4","2",18.9114035086841,18.4847827621309,38
"316",2,"M","NR","4","3",18.6141025641088,23.9525184781154,52
"317",2,"M","NR","4","4",20.8457671957037,20.7303746133845,63
"318",2,"M","NR","4","5",31.6533333335238,27.4153640553519,35
"319",2,"M","NR","4","6",33.1586666666667,24.3291035707352,25
"320",2,"M","NR","4","7",38.7208333333333,25.7224815201713,16
"321",2,"M","NR","5","1",14.6220338983052,14.005004045721,59
"322",2,"M","NR","5","2",18.9906249999896,24.0411482445437,32
"323",2,"M","NR","5","3",19.9876344086022,23.1696372866565,31
"324",2,"M","NR","5","4",24.4961538461539,19.8576444917148,39
"325",2,"M","NR","5","5",27.7479166665833,30.1561770937292,40
"326",2,"M","NR","5","6",26.158064516129,28.1738632722704,31
"327",2,"M","NR","5","7",41.9806666665333,37.5085908922875,25
"328",2,"M","NR","6","1",25.6382051282102,33.1839252786871,65
"329",2,"M","NR","6","2",13.9928571428569,11.2539256480057,14
"330",2,"M","NR","6","3",23.4293650792063,21.5821138033608,21
"331",2,"M","NR","6","4",25.8416666666668,25.861660494622,28
"332",2,"M","NR","6","5",28.5777777777666,23.8950560514962,30
"333",2,"M","NR","6","6",45.0527777776387,45.2158208028512,24
"334",2,"M","NR","6","7",37.2119047619046,33.185141061951,21
"335",2,"M","NR","7","1",25.5939393939395,30.0402258722292,33
"336",2,"M","NR","7","2",20.0055555555555,11.2374654450917,6
"337",2,"M","NR","7","3",28.6716666669999,24.0239361739672,10
"338",2,"M","NR","7","4",39.970238095238,42.8562216501521,14
"339",2,"M","NR","7","5",41.503787878788,31.3483609404513,22
"340",2,"M","NR","7","6",47.4608695650724,47.8167595108224,23
"341",2,"M","NR","7","7",75.6769230769231,60.9310959269133,13
"342",2,"M","PR","1","1",8.12858950032892,11.2172613648764,527
"343",2,"M","PR","1","2",12.040367965355,17.2735944668676,308
"344",2,"M","PR","1","3",12.9488795518347,22.1845729662226,238
"345",2,"M","PR","1","4",11.1988405797449,16.5490585473621,115
"346",2,"M","PR","1","5",23.5566666667166,32.4993817412615,60
"347",2,"M","PR","1","6",42.5112903224731,51.7074395368229,31
"348",2,"M","PR","1","7",44.6350000000169,44.9198893482926,20
"349",2,"M","PR","2","1",10.9171600877314,18.691373096944,304
"350",2,"M","PR","2","2",14.3330645161827,22.1953623431204,186
"351",2,"M","PR","2","3",16.3366445916115,23.5627550596389,151
"352",2,"M","PR","2","4",21.6935323383135,35.7782127093209,67
"353",2,"M","PR","2","5",31.7137681158043,33.1755032530119,46
"354",2,"M","PR","2","6",52.0944444444445,45.738242382489,27
"355",2,"M","PR","2","7",49.4214285714523,37.5792725809673,14
"356",2,"M","PR","3","1",12.0922316383828,17.0502738317364,236
"357",2,"M","PR","3","2",13.1008948545727,17.635695781786,149
"358",2,"M","PR","3","3",15.6333333333677,18.9156396197397,126
"359",2,"M","PR","3","4",24.3719298245614,34.4806674839381,57
"360",2,"M","PR","3","5",39.9247474747577,43.5894855284102,33
"361",2,"M","PR","3","6",34.1947368421053,33.0723365680276,19
"362",2,"M","PR","3","7",48.1575757575756,40.8569947524534,11
"363",2,"M","PR","4","1",11.3414285714285,12.7770979247914,105
"364",2,"M","PR","4","2",15.9022222222311,20.9681838086208,75
"365",2,"M","PR","4","3",17.573497267754,16.5159578772306,61
"366",2,"M","PR","4","4",25.2266666666667,25.0150715680528,45
"367",2,"M","PR","4","5",20.9428571429763,16.9611165271526,28
"368",2,"M","PR","4","6",42.0035714285712,34.2683241758232,14
"369",2,"M","PR","4","7",29.1666666666663,33.0918562849072,8
"370",2,"M","PR","5","1",16.0981182795054,21.9245265475576,62
"371",2,"M","PR","5","2",18.2596491228072,22.2614803636629,38
"372",2,"M","PR","5","3",23.5373563218621,27.006294333611,29
"373",2,"M","PR","5","4",27.4161111112333,34.4334210933875,30
"374",2,"M","PR","5","5",19.9228070175264,15.1389788076261,19
"375",2,"M","PR","5","6",49.6333333333335,36.6013062237392,10
"376",2,"M","PR","5","7",14.1633333333333,6.47666109109433,5
"377",2,"M","PR","6","1",14.7671428571525,15.6603708071921,35
"378",2,"M","PR","6","2",31.1712121210606,39.2858881798671,22
"379",2,"M","PR","6","3",34.0833333333332,27.3144477439239,21
"380",2,"M","PR","6","4",40.4539215686273,40.8503329959789,17
"381",2,"M","PR","6","5",58.0547619047623,30.4765479269711,7
"382",2,"M","PR","6","6",30.086666666667,29.6430673926374,5
"383",2,"M","PR","6","7",28.1777777777782,22.9380829222531,3
"384",2,"M","PR","7","1",18.5833333334927,33.7559224136738,23
"385",2,"M","PR","7","2",9.49761904764283,8.49424857489467,14
"386",2,"M","PR","7","3",23.6833333333332,19.0392041928304,4
"387",2,"M","PR","7","4",30.3083333332998,23.2213892062565,10
"388",2,"M","PR","7","5",34.5624999999999,34.4380335495789,8
"389",2,"M","PR","7","6",16.1666666666667,10.7535394689893,3
"390",2,"M","PR","7","7",49.1083333333336,49.4621193439995,2
