MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
4/23/2022 9:59:44,1.12.0,Free_feed,5,3.54,nan,0,LeftWithPellet,Left,1,0,0,0,nan,nan,0.05
4/23/2022 9:59:47,1.12.0,Free_feed,5,3.54,nan,0,LeftWithPellet,Left,2,0,0,0,nan,nan,0.53
4/23/2022 10:13:04,1.12.0,Free_feed,5,3.54,nan,0,LeftWithPellet,Left,3,0,0,0,nan,nan,0.02
4/23/2022 11:08:47,1.12.0,Free_feed,5,3.55,nan,0,RightWithPellet,Left,3,1,0,0,nan,nan,0.01
4/23/2022 11:12:39,1.12.0,Free_feed,5,3.54,nan,0,RightWithPellet,Left,3,2,0,0,nan,nan,0.94
4/23/2022 11:14:10,1.12.0,Free_feed,5,3.54,nan,0,LeftWithPellet,Left,4,2,0,0,nan,nan,0.01
4/23/2022 11:19:44,1.12.0,Free_feed,5,3.54,3,0,Pellet,Left,4,2,1,0,Timed_out,nan,nan
4/23/2022 11:19:45,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,4,2,2,0,0.06,1,nan
4/23/2022 11:19:46,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,4,2,3,0,0.13,1,nan
4/23/2022 11:24:12,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,4,2,4,0,Timed_out,266,nan
4/23/2022 11:24:49,1.12.0,Free_feed,5,3.54,2,0,Pellet,Left,4,2,5,0,27.81,37,nan
4/23/2022 11:25:08,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,4,2,6,0,17.48,19,nan
4/23/2022 11:25:14,1.12.0,Free_feed,5,3.53,1,0,Pellet,Left,4,2,7,0,0.40,6,nan
4/23/2022 12:14:18,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,4,2,8,0,Timed_out,2944,nan
4/23/2022 12:14:19,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,4,2,9,0,0.06,1,nan
4/23/2022 12:15:50,1.12.0,Free_feed,5,3.56,nan,0,LeftWithPellet,Left,5,2,9,0,nan,nan,0.03
4/23/2022 12:16:45,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,5,2,10,0,Timed_out,146,nan
4/23/2022 13:45:28,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,5,2,11,0,Timed_out,5323,nan
4/23/2022 13:45:52,1.12.0,Free_feed,5,3.54,2,0,Pellet,Left,5,2,12,0,20.56,24,nan
4/23/2022 13:46:21,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,5,2,13,0,27.35,29,nan
4/23/2022 14:48:51,1.12.0,Free_feed,5,3.53,1,0,Pellet,Left,5,2,14,0,Timed_out,3750,nan
4/23/2022 14:49:17,1.12.0,Free_feed,5,3.54,2,0,Pellet,Left,5,2,15,0,17.55,26,nan
4/23/2022 14:49:37,1.12.0,Free_feed,5,3.54,2,0,Pellet,Left,5,2,16,0,12.97,20,nan
4/23/2022 14:50:16,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,5,2,17,0,37.28,39,nan
4/23/2022 14:50:51,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,5,2,18,0,28.16,35,nan
4/23/2022 14:51:12,1.12.0,Free_feed,5,3.53,2,0,Pellet,Left,5,2,19,0,14.06,21,nan
4/23/2022 15:45:18,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,5,2,20,0,Timed_out,3246,nan
4/23/2022 15:45:38,1.12.0,Free_feed,5,3.53,1,0,Pellet,Left,5,2,21,0,13.31,20,nan
4/23/2022 15:45:58,1.12.0,Free_feed,5,3.54,3,0,Pellet,Left,5,2,22,0,15.91,20,nan
4/23/2022 15:45:59,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,5,2,23,0,0.74,1,nan
4/23/2022 15:46:11,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,5,2,24,0,5.73,12,nan
4/23/2022 15:48:27,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,5,2,25,0,Timed_out,136,nan
4/23/2022 15:48:40,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,5,2,26,0,6.41,13,nan
4/23/2022 15:48:55,1.12.0,Free_feed,5,3.54,2,0,Pellet,Left,5,2,27,0,8.25,15,nan
4/23/2022 16:19:23,1.12.0,Free_feed,5,3.53,2,0,Pellet,Left,5,2,28,0,Timed_out,1828,nan
4/23/2022 16:20:27,1.12.0,Free_feed,5,3.53,1,0,Pellet,Left,5,2,29,0,Timed_out,64,nan
4/23/2022 16:20:28,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,5,2,30,0,0.13,1,nan
4/23/2022 16:20:48,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,5,2,31,0,12.84,20,nan
4/23/2022 17:14:02,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,5,2,32,0,Timed_out,3194,nan
4/23/2022 17:14:04,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,5,2,33,0,0.88,2,nan
4/23/2022 17:14:25,1.12.0,Free_feed,5,3.54,nan,0,RightWithPellet,Left,5,3,33,0,nan,nan,0.02
4/23/2022 17:14:55,1.12.0,Free_feed,5,3.54,nan,0,LeftWithPellet,Left,6,3,33,0,nan,nan,0.47
4/23/2022 17:14:57,1.12.0,Free_feed,5,3.54,4,0,Pellet,Left,6,3,34,0,46.75,53,nan
4/23/2022 17:15:09,1.12.0,Free_feed,5,3.54,2,0,Pellet,Left,6,3,35,0,5.59,12,nan
4/23/2022 17:15:25,1.12.0,Free_feed,5,3.53,3,0,Pellet,Left,6,3,36,0,5.59,16,nan
4/23/2022 17:15:40,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,6,3,37,0,8.25,15,nan
4/23/2022 17:15:41,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,6,3,38,0,0.06,1,nan
4/23/2022 17:15:56,1.12.0,Free_feed,5,3.53,1,0,Pellet,Left,6,3,39,0,9.07,15,nan
4/23/2022 17:39:27,1.12.0,Free_feed,5,3.54,2,0,Pellet,Left,6,3,40,0,Timed_out,1411,nan
4/23/2022 17:39:36,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,6,3,41,0,2.04,9,nan
4/23/2022 17:40:13,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,6,3,42,0,35.36,37,nan
4/23/2022 17:40:14,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,6,3,43,0,0.13,1,nan
4/23/2022 17:40:20,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,6,3,44,0,0.06,6,nan
4/23/2022 17:40:34,1.12.0,Free_feed,5,3.53,1,0,Pellet,Left,6,3,45,0,7.16,14,nan
4/23/2022 17:40:48,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,6,3,46,0,7.09,14,nan
4/23/2022 17:41:25,1.12.0,Free_feed,5,3.55,1,0,Pellet,Left,6,3,47,0,29.47,37,nan
4/23/2022 17:42:54,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,6,3,48,0,Timed_out,89,nan
4/23/2022 18:24:59,1.12.0,Free_feed,5,3.55,2,0,Pellet,Left,6,3,49,0,Timed_out,2525,nan
4/23/2022 18:25:16,1.12.0,Free_feed,5,3.52,3,0,Pellet,Left,6,3,50,0,5.93,17,nan
4/23/2022 18:25:23,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,6,3,51,0,0.81,7,nan
4/23/2022 18:25:43,1.12.0,Free_feed,5,3.53,1,0,Pellet,Left,6,3,52,0,12.36,20,nan
4/23/2022 18:25:44,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,6,3,53,0,0.06,1,nan
4/23/2022 18:26:00,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,6,3,54,0,9.15,16,nan
4/23/2022 18:26:18,1.12.0,Free_feed,5,3.55,1,0,Pellet,Left,6,3,55,0,12.01,18,nan
4/23/2022 18:26:34,1.12.0,Free_feed,5,3.53,2,0,Pellet,Left,6,3,56,0,6.82,16,nan
4/23/2022 19:01:03,1.12.0,Free_feed,5,3.54,2,0,Pellet,Left,6,3,57,0,Timed_out,2069,nan
4/23/2022 19:01:17,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,6,3,58,0,7.09,14,nan
4/23/2022 19:01:30,1.12.0,Free_feed,5,3.54,2,0,Pellet,Left,6,3,59,0,4.02,13,nan
4/23/2022 19:01:45,1.12.0,Free_feed,5,3.55,2,0,Pellet,Left,6,3,60,0,6.00,15,nan
4/23/2022 19:01:57,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,6,3,61,0,5.59,12,nan
4/23/2022 19:15:15,1.12.0,Free_feed,5,3.54,nan,0,LeftWithPellet,Left,7,3,61,0,nan,nan,0.41
4/23/2022 19:15:16,1.12.0,Free_feed,5,3.54,2,0,Pellet,Left,7,3,62,0,Timed_out,799,nan
4/23/2022 19:15:17,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,7,3,63,0,0.06,1,nan
4/23/2022 19:15:41,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,7,3,64,0,17.01,24,nan
4/23/2022 19:17:18,1.12.0,Free_feed,5,3.54,nan,0,RightWithPellet,Left,7,4,64,0,nan,nan,0.42
4/23/2022 19:18:55,1.12.0,Free_feed,5,3.53,2,0,Pellet,Left,7,4,65,0,Timed_out,194,nan
4/23/2022 19:18:56,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,7,4,66,0,0.13,1,nan
4/23/2022 19:19:27,1.12.0,Free_feed,5,3.55,1,0,Pellet,Left,7,4,67,0,24.20,31,nan
4/23/2022 19:19:28,1.12.0,Free_feed,5,3.53,1,0,Pellet,Left,7,4,68,0,0.06,1,nan
4/23/2022 19:20:01,1.12.0,Free_feed,5,3.54,nan,0,RightWithPellet,Left,7,5,68,0,nan,nan,1.67
4/23/2022 19:21:59,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,7,5,69,0,Timed_out,151,nan
4/23/2022 19:22:25,1.12.0,Free_feed,5,3.54,4,0,Pellet,Left,7,5,70,0,14.82,26,nan
4/23/2022 19:23:05,1.12.0,Free_feed,5,3.54,2,0,Pellet,Left,7,5,71,0,32.70,40,nan
4/23/2022 19:23:58,1.12.0,Free_feed,5,3.54,nan,0,LeftWithPellet,Left,8,5,71,0,nan,nan,0.51
4/23/2022 19:32:36,1.12.0,Free_feed,5,3.54,2,0,Pellet,Left,8,5,72,0,Timed_out,571,nan
4/23/2022 19:32:37,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,8,5,73,0,0.13,1,nan
4/23/2022 19:54:11,1.12.0,Free_feed,5,3.53,2,0,Pellet,Left,8,5,74,0,Timed_out,1294,nan
4/23/2022 19:54:31,1.12.0,Free_feed,5,3.54,2,0,Pellet,Left,8,5,75,0,17.07,20,nan
4/23/2022 19:55:18,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,8,5,76,0,45.17,47,nan
4/23/2022 19:56:30,1.12.0,Free_feed,5,3.54,nan,0,RightWithPellet,Left,8,6,76,0,nan,nan,0.06
4/23/2022 19:57:41,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,8,6,77,0,Timed_out,143,nan
4/23/2022 19:57:54,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,8,6,78,0,7.50,13,nan
4/23/2022 20:24:33,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,8,6,79,0,Timed_out,1599,nan
4/23/2022 20:26:49,1.12.0,Free_feed,5,3.54,nan,0,RightWithPellet,Left,8,7,79,0,nan,nan,0.00
4/23/2022 20:30:19,1.12.0,Free_feed,5,3.54,nan,0,LeftWithPellet,Left,9,7,79,0,nan,nan,0.07
4/23/2022 20:30:29,1.12.0,Free_feed,5,3.53,1,0,Pellet,Left,9,7,80,0,Timed_out,356,nan
4/23/2022 20:38:54,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,9,7,81,0,Timed_out,505,nan
4/23/2022 20:39:05,1.12.0,Free_feed,5,3.53,2,0,Pellet,Left,9,7,82,0,2.58,11,nan
4/23/2022 20:39:05,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,9,7,83,0,0.06,0,nan
4/23/2022 20:39:12,1.12.0,Free_feed,5,3.53,1,0,Pellet,Left,9,7,84,0,5.32,6,nan
4/23/2022 20:39:21,1.12.0,Free_feed,5,3.54,nan,0,LeftWithPellet,Left,10,7,84,0,nan,nan,0.27
4/23/2022 20:54:23,1.12.0,Free_feed,5,3.53,1,0,Pellet,Left,10,7,85,0,Timed_out,912,nan
4/23/2022 20:55:38,1.12.0,Free_feed,5,3.53,nan,0,LeftWithPellet,Left,11,7,85,0,nan,nan,0.08
4/23/2022 20:55:38,1.12.0,Free_feed,5,3.53,1,0,Pellet,Left,11,7,86,0,Timed_out,75,nan
4/23/2022 20:55:45,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,11,7,87,0,0.27,7,nan
4/23/2022 21:00:27,1.12.0,Free_feed,5,3.53,1,0,Pellet,Left,11,7,88,0,Timed_out,282,nan
4/23/2022 21:00:36,1.12.0,Free_feed,5,3.53,nan,0,LeftWithPellet,Left,12,7,88,0,nan,nan,0.25
4/23/2022 21:00:37,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,12,7,89,0,3.60,10,nan
4/23/2022 21:00:37,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,12,7,90,0,0.06,0,nan
4/23/2022 21:11:07,1.12.0,Free_feed,5,3.53,nan,0,LeftWithPellet,Left,13,7,90,0,nan,nan,0.26
4/23/2022 21:11:11,1.12.0,Free_feed,5,3.53,nan,0,RightWithPellet,Left,13,8,90,0,nan,nan,0.59
4/23/2022 21:22:03,1.12.0,Free_feed,5,3.53,1,0,Pellet,Left,13,8,91,0,Timed_out,1286,nan
4/23/2022 21:23:01,1.12.0,Free_feed,5,3.54,1,0,Pellet,Left,13,8,92,0,51.89,58,nan
