"","contrast","estimate","SE","df","t.ratio","p.value"
"1","grain F order1 - pr F order1",-2.8962296096872e-20,0,19,-Inf,0
"2","grain F order1 - nr F order1",-2.8962296096872e-20,0,19,-Inf,0
"3","grain F order1 - grain M order1",0,4.05129333861865e-16,19,0,1
"4","grain F order1 - pr M order1",-2.8962296096872e-20,4.05129333861865e-16,19,-7.14890127080927e-05,1
"5","grain F order1 - nr M order1",-2.8962296096872e-20,4.05129333861865e-16,19,-7.14890127080927e-05,1
"6","grain F order1 - grain F order2",4.93038065763132e-32,4.05129333861865e-16,19,1.21698930330046e-16,1
"7","grain F order1 - pr F order2",-2.89622960968227e-20,4.05129333861865e-16,19,-7.1489012707971e-05,1
"8","grain F order1 - nr F order2",-2.89622960968227e-20,4.05129333861865e-16,19,-7.1489012707971e-05,1
"9","grain F order1 - grain M order2",-5.32444257940492e-16,4.05129333861865e-16,19,-1.31425748134554,0.966737005238676
"10","grain F order1 - pr M order2",-5.32473220236589e-16,4.05129333861865e-16,19,-1.31432897035825,0.966724775102773
"11","grain F order1 - nr M order2",-5.32473220236589e-16,4.05129333861865e-16,19,-1.31432897035825,0.966724775102773
"12","pr F order1 - nr F order1",-2.8962296096872e-20,0,19,-Inf,0
"13","pr F order1 - grain M order1",2.8962296096872e-20,4.05129333861865e-16,19,7.14890127080927e-05,1
"14","pr F order1 - pr M order1",0,4.05129333861865e-16,19,0,1
"15","pr F order1 - nr M order1",-2.8962296096872e-20,4.05129333861865e-16,19,-7.14890127080927e-05,1
"16","pr F order1 - grain F order2",2.8962296096872e-20,4.05129333861865e-16,19,7.14890127080927e-05,1
"17","pr F order1 - pr F order2",4.93038065763132e-32,4.05129333861865e-16,19,1.21698930330046e-16,1
"18","pr F order1 - nr F order2",-2.89622960968227e-20,4.05129333861865e-16,19,-7.1489012707971e-05,1
"19","pr F order1 - grain M order2",-5.32531144828783e-16,4.05129333861865e-16,19,-1.31447194838367,0.966700305161246
"20","pr F order1 - pr M order2",-5.32444257940492e-16,4.05129333861865e-16,19,-1.31425748134554,0.966737005238676
"21","pr F order1 - nr M order2",-5.32473220236589e-16,4.05129333861865e-16,19,-1.31432897035825,0.966724775102773
"22","nr F order1 - grain M order1",2.8962296096872e-20,4.05129333861865e-16,19,7.14890127080927e-05,1
"23","nr F order1 - pr M order1",2.8962296096872e-20,4.05129333861865e-16,19,7.14890127080927e-05,1
"24","nr F order1 - nr M order1",0,4.05129333861865e-16,19,0,1
"25","nr F order1 - grain F order2",2.8962296096872e-20,4.05129333861865e-16,19,7.14890127080927e-05,1
"26","nr F order1 - pr F order2",2.8962296096872e-20,4.05129333861865e-16,19,7.14890127080927e-05,1
"27","nr F order1 - nr F order2",4.93038065763132e-32,4.05129333861865e-16,19,1.21698930330046e-16,1
"28","nr F order1 - grain M order2",-5.32531144828783e-16,4.05129333861865e-16,19,-1.31447194838367,0.966700305161246
"29","nr F order1 - pr M order2",-5.32531144828783e-16,4.05129333861865e-16,19,-1.31447194838367,0.966700305161246
"30","nr F order1 - nr M order2",-5.32444257940492e-16,4.05129333861865e-16,19,-1.31425748134554,0.966737005238676
"31","grain M order1 - pr M order1",-2.8962296096872e-20,0,19,-Inf,0
"32","grain M order1 - nr M order1",-2.8962296096872e-20,0,19,-Inf,0
"33","grain M order1 - grain F order2",4.93038065763132e-32,3.86275663643276e-16,19,1.27638914942996e-16,1
"34","grain M order1 - pr F order2",-2.89622960968227e-20,3.86275663643276e-16,19,-7.49783090750684e-05,1
"35","grain M order1 - nr F order2",-2.89622960968227e-20,3.86275663643276e-16,19,-7.49783090750684e-05,1
"36","grain M order1 - grain M order2",-5.32444257940492e-16,3.86275663643276e-16,19,-1.37840487520902,0.954422490272326
"37","grain M order1 - pr M order2",-5.32473220236589e-16,3.86275663643276e-16,19,-1.3784798535181,0.954406477547928
"38","grain M order1 - nr M order2",-5.32473220236589e-16,3.86275663643276e-16,19,-1.3784798535181,0.954406477547928
"39","pr M order1 - nr M order1",-2.8962296096872e-20,0,19,-Inf,0
"40","pr M order1 - grain F order2",2.8962296096872e-20,3.86275663643276e-16,19,7.4978309075196e-05,1
"41","pr M order1 - pr F order2",4.93038065763132e-32,3.86275663643276e-16,19,1.27638914942996e-16,1
"42","pr M order1 - nr F order2",-2.89622960968227e-20,3.86275663643276e-16,19,-7.49783090750684e-05,1
"43","pr M order1 - grain M order2",-5.32531144828783e-16,3.86275663643276e-16,19,-1.37862981013625,0.954374440440164
"44","pr M order1 - pr M order2",-5.32444257940492e-16,3.86275663643276e-16,19,-1.37840487520902,0.954422490272326
"45","pr M order1 - nr M order2",-5.32473220236589e-16,3.86275663643276e-16,19,-1.3784798535181,0.954406477547928
"46","nr M order1 - grain F order2",2.8962296096872e-20,3.86275663643276e-16,19,7.4978309075196e-05,1
"47","nr M order1 - pr F order2",2.8962296096872e-20,3.86275663643276e-16,19,7.4978309075196e-05,1
"48","nr M order1 - nr F order2",4.93038065763132e-32,3.86275663643276e-16,19,1.27638914942996e-16,1
"49","nr M order1 - grain M order2",-5.32531144828783e-16,3.86275663643276e-16,19,-1.37862981013625,0.954374440440164
"50","nr M order1 - pr M order2",-5.32531144828783e-16,3.86275663643276e-16,19,-1.37862981013625,0.954374440440164
"51","nr M order1 - nr M order2",-5.32444257940492e-16,3.86275663643276e-16,19,-1.37840487520902,0.954422490272326
"52","grain F order2 - pr F order2",-2.89622960968227e-20,0,19,-Inf,0
"53","grain F order2 - nr F order2",-2.89622960968227e-20,0,19,-Inf,0
"54","grain F order2 - grain M order2",-5.32444257940492e-16,3.86275663643276e-16,19,-1.37840487520902,0.954422490272325
"55","grain F order2 - pr M order2",-5.32473220236589e-16,3.86275663643276e-16,19,-1.3784798535181,0.954406477547928
"56","grain F order2 - nr M order2",-5.32473220236589e-16,3.86275663643276e-16,19,-1.3784798535181,0.954406477547928
"57","pr F order2 - nr F order2",-2.89622960968227e-20,0,19,-Inf,0
"58","pr F order2 - grain M order2",-5.32531144828783e-16,3.86275663643276e-16,19,-1.37862981013625,0.954374440440164
"59","pr F order2 - pr M order2",-5.32444257940492e-16,3.86275663643276e-16,19,-1.37840487520902,0.954422490272325
"60","pr F order2 - nr M order2",-5.32473220236589e-16,3.86275663643276e-16,19,-1.3784798535181,0.954406477547928
"61","nr F order2 - grain M order2",-5.32531144828783e-16,3.86275663643276e-16,19,-1.37862981013625,0.954374440440164
"62","nr F order2 - pr M order2",-5.32531144828783e-16,3.86275663643276e-16,19,-1.37862981013625,0.954374440440164
"63","nr F order2 - nr M order2",-5.32444257940492e-16,3.86275663643276e-16,19,-1.37840487520902,0.954422490272325
