mouse_id,sex,order,grain_meal_size,grain_snack_size,grain_number_of_meals,grain_meal_frequency,grain_number_of_snacks,grain_snack_frequency,grain_hourly_meals,grain_mega_meal_count,grain_average_mega_meal_size,pr_meal_size,pr_snack_size,pr_number_of_meals,pr_meal_frequency,pr_number_of_snacks,pr_snack_frequency,pr_hourly_meals,pr_mega_meal_count,pr_average_mega_meal_size,nr_meal_size,nr_snack_size,nr_number_of_meals,nr_meal_frequency,nr_number_of_snacks,nr_snack_frequency,nr_hourly_meals,nr_mega_meal_count,nr_average_mega_meal_size,grain_meals_per_day,pr_meals_per_day,nr_meals_per_day,grain_snacks_per_day,pr_snacks_per_day,nr_snacks_per_day,grain_mega_meals_per_day,pr_mega_meals_per_day,nr_mega_meals_per_day,all_pellets_per_day,all_meals_per_day,all_snacks_per_day,all_mega_meals_per_day
FEDXA11,M,1,2.950617283950617,1,81,1.1423467468973298,59,0.8320797292215119,"[1.0, 0.0, 3.0, 10.0, 2.0, 1.0, 6.0, 0.0, 1.0, 1.0, 0.0, 3.0, 2.0, 9.0, 12.0, 7.0, 5.0, 4.0, 9.0, 1.0, 1.0, 2.0, 1.0, 0.0]",65,7.7384615384615385,2.6719367588932808,1,253,1.5227357080520418,249,1.498660835197464,"[10.0, 13.0, 7.0, 12.0, 9.0, 2.0, 2.0, 10.0, 1.0, 6.0, 11.0, 3.0, 12.0, 28.0, 28.0, 26.0, 21.0, 11.0, 9.0, 6.0, 8.0, 6.0, 5.0, 7.0]",71,6.732394366197183,2.7927461139896375,1,193,1.1446420275386244,163,0.966718396,"[17.0, 8.0, 5.0, 8.0, 1.0, 3.0, 1.0, 1.0, 2.0, 4.0, 3.0, 6.0, 10.0, 15.0, 22.0, 23.0, 26.0, 8.0, 10.0, 6.0, 2.0, 3.0, 3.0, 6.0]",102,6.578431372549019,"[42, 27, 12]","[23, 11, 38, 45, 39, 51, 43]","[20, 26, 31, 33, 33, 23, 24]","[33, 17, 8]","[26, 25, 35, 37, 46, 38, 37]","[8, 19, 18, 29, 29, 29, 28]","[21, 19, 22]","[9, 4, 7, 13, 14, 12, 11]","[19, 12, 14, 12, 13, 15, 14]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[42, 27, 12, 23, 11, 38, 45, 39, 51, 43, 20, 26, 31, 33, 33, 23, 24]","[33, 17, 8, 26, 25, 35, 37, 46, 38, 37, 8, 19, 18, 29, 29, 29, 28]","[21, 19, 22, 9, 4, 7, 13, 14, 12, 11, 19, 12, 14, 12, 13, 15, 14]"
FEDXA12,M,1,2.8072289156626504,1,83,1.1806823300694658,55,0.7823798572749473,"[1.0, 0.0, 4.0, 2.0, 4.0, 0.0, 0.0, 2.0, 1.0, 1.0, 0.0, 0.0, 2.0, 11.0, 7.0, 5.0, 6.0, 9.0, 12.0, 0.0, 4.0, 0.0, 3.0, 9.0]",58,6.913793103448276,2.8814814814814813,1,270,1.625124559444114,145,0.8727520782199871,"[14.0, 9.0, 13.0, 12.0, 7.0, 2.0, 3.0, 1.0, 3.0, 5.0, 7.0, 4.0, 4.0, 31.0, 36.0, 27.0, 15.0, 17.0, 11.0, 11.0, 4.0, 9.0, 10.0, 15.0]",106,6.801886792,2.9768518518518516,1,216,1.2845503743301374,144,0.8563669162200916,"[19.0, 11.0, 7.0, 5.0, 2.0, 0.0, 2.0, 3.0, 1.0, 3.0, 0.0, 3.0, 6.0, 20.0, 27.0, 21.0, 22.0, 13.0, 19.0, 9.0, 4.0, 7.0, 4.0, 8.0]",105,6.114285714285714,"[35, 22, 26]","[33, 49, 53, 49, 26, 23, 35]","[26, 27, 33, 23, 31, 35, 35]","[17, 24, 13]","[13, 21, 31, 27, 21, 15, 14]","[19, 22, 21, 17, 19, 22, 23]","[16, 19, 20]","[9, 13, 11, 15, 20, 20, 16]","[13, 17, 12, 18, 15, 13, 15]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[35, 22, 26, 33, 49, 53, 49, 26, 23, 35, 26, 27, 33, 23, 31, 35, 35]","[17, 24, 13, 13, 21, 31, 27, 21, 15, 14, 19, 22, 21, 17, 19, 22, 23]","[16, 19, 20, 9, 13, 11, 15, 20, 20, 16, 13, 17, 12, 18, 15, 13, 15]"
FEDXB01,F,2,2.8615384615384616,1,65,1.0989578685853032,31,0.5241183680945292,"[7.0, 2.0, 4.0, 1.0, 0.0, 1.0, 0.0, 3.0, 0.0, 0.0, 0.0, 1.0, 3.0, 4.0, 0.0, 2.0, 5.0, 3.0, 9.0, 4.0, 1.0, 5.0, 6.0, 4.0]",68,7.764705882352941,2.650137741046832,1,363,2.1833747408203195,201,1.2089760961567058,"[11.0, 7.0, 7.0, 9.0, 11.0, 7.0, 9.0, 4.0, 6.0, 10.0, 3.0, 9.0, 18.0, 35.0, 26.0, 35.0, 26.0, 23.0, 29.0, 17.0, 7.0, 18.0, 12.0, 24.0]",40,5.75,2.903010033444816,1,299,1.7933036004351643,89,0.5337927104974235,"[8.0, 5.0, 13.0, 13.0, 8.0, 7.0, 7.0, 3.0, 8.0, 8.0, 2.0, 6.0, 15.0, 29.0, 30.0, 20.0, 19.0, 18.0, 18.0, 11.0, 6.0, 6.0, 18.0, 21.0]",73,5.835616438356165,"[29, 22, 14]","[20, 34, 63, 61, 65, 64, 54]","[56, 36, 40, 39, 29, 58, 39]","[12, 14, 5]","[16, 23, 32, 35, 32, 38, 24]","[13, 18, 7, 10, 14, 16, 11]","[14, 26, 27]","[4, 6, 2, 7, 8, 9, 4]","[12, 15, 7, 7, 8, 6, 17]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 22, 14, 20, 34, 63, 61, 65, 64, 54, 56, 36, 40, 39, 29, 58, 39]","[12, 14, 5, 16, 23, 32, 35, 32, 38, 24, 13, 18, 7, 10, 14, 16, 11]","[14, 26, 27, 4, 6, 2, 7, 8, 9, 4, 12, 15, 7, 7, 8, 6, 17]"
FEDXB02,F,2,2.765217391304348,1,115,1.9481527841173787,61,1.033367998531827,"[4.0, 1.0, 2.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 3.0, 1.0, 0.0, 4.0, 7.0, 9.0, 16.0, 12.0, 12.0, 11.0, 11.0, 5.0, 0.0, 2.0, 12.0]",46,6.217391304347826,2.670103092783505,1,291,1.7250038284019675,250,1.4819620518917247,"[17.0, 3.0, 22.0, 8.0, 4.0, 3.0, 3.0, 0.0, 5.0, 4.0, 6.0, 6.0, 10.0, 28.0, 30.0, 26.0, 18.0, 21.0, 17.0, 9.0, 8.0, 14.0, 14.0, 15.0]",66,6.242424242424242,3.1067961165048543,1,206,1.2394643027261194,45,0.2707567651586183,"[10.0, 3.0, 10.0, 7.0, 9.0, 3.0, 5.0, 2.0, 9.0, 8.0, 4.0, 6.0, 10.0, 31.0, 17.0, 16.0, 12.0, 14.0, 7.0, 5.0, 1.0, 7.0, 3.0, 7.0]",88,5.909090909090909,"[50, 39, 25]","[25, 45, 68, 34, 42, 46, 25]","[34, 32, 25, 31, 18, 40, 25]","[25, 30, 6]","[36, 59, 68, 22, 27, 21, 16]","[12, 7, 9, 1, 3, 8, 5]","[13, 15, 16]","[13, 10, 6, 5, 8, 9, 13]","[10, 14, 12, 10, 10, 12, 19]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[50, 39, 25, 25, 45, 68, 34, 42, 46, 25, 34, 32, 25, 31, 18, 40, 25]","[25, 30, 6, 36, 59, 68, 22, 27, 21, 16, 12, 7, 9, 1, 3, 8, 5]","[13, 15, 16, 13, 10, 6, 5, 8, 9, 13, 10, 14, 12, 10, 10, 12, 19]"
FEDXB03,F,2,2.9875,1,80,1.108574904,51,0.7067165012144284,"[6.0, 7.0, 12.0, 0.0, 5.0, 0.0, 0.0, 0.0, 1.0, 0.0, 3.0, 1.0, 3.0, 4.0, 5.0, 5.0, 3.0, 3.0, 6.0, 6.0, 3.0, 4.0, 2.0, 1.0]",41,6.146341463414634,2.7711864406779663,1,354,2.0960216049433478,237,1.4032687016146144,"[17.0, 6.0, 20.0, 11.0, 8.0, 3.0, 4.0, 5.0, 4.0, 2.0, 5.0, 8.0, 15.0, 32.0, 30.0, 30.0, 28.0, 27.0, 13.0, 17.0, 17.0, 17.0, 13.0, 22.0]",46,5.826086956521739,3.0093167701863353,1,322,1.9417996153923467,121,0.7296824641691738,"[18.0, 9.0, 10.0, 8.0, 6.0, 11.0, 4.0, 7.0, 4.0, 4.0, 11.0, 2.0, 16.0, 38.0, 29.0, 32.0, 26.0, 19.0, 13.0, 10.0, 7.0, 7.0, 13.0, 18.0]",64,5.578125,"[20, 37, 23]","[31, 41, 50, 55, 62, 61, 48]","[52, 57, 53, 46, 46, 34, 28]","[17, 30, 4]","[21, 29, 43, 48, 32, 28, 29]","[22, 19, 19, 19, 24, 11, 6]","[2, 15, 20]","[5, 2, 8, 4, 6, 13, 8]","[12, 8, 10, 6, 4, 10, 13]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 37, 23, 31, 41, 50, 55, 62, 61, 48, 52, 57, 53, 46, 46, 34, 28]","[17, 30, 4, 21, 29, 43, 48, 32, 28, 29, 22, 19, 19, 19, 24, 11, 6]","[2, 15, 20, 5, 2, 8, 4, 6, 13, 8, 12, 8, 10, 6, 4, 10, 13]"
FEDXB04,F,2,2.739726027,1,73,1.086242172484345,34,0.5059210118420236,"[2.0, 0.0, 4.0, 0.0, 0.0, 7.0, 2.0, 2.0, 0.0, 0.0, 0.0, 3.0, 1.0, 11.0, 8.0, 4.0, 7.0, 3.0, 7.0, 3.0, 2.0, 1.0, 4.0, 2.0]",48,6.5625,2.6273062730627306,1,271,1.6969140376326695,266,1.665605660554576,"[11.0, 1.0, 11.0, 5.0, 1.0, 6.0, 1.0, 1.0, 1.0, 4.0, 3.0, 9.0, 22.0, 25.0, 24.0, 29.0, 26.0, 9.0, 23.0, 10.0, 7.0, 11.0, 12.0, 19.0]",49,6.061224489795919,3.053435114503817,1,131,0.7888451013321379,62,0.37334653650834004,"[4.0, 1.0, 0.0, 0.0, 2.0, 1.0, 1.0, 3.0, 3.0, 3.0, 1.0, 7.0, 14.0, 22.0, 13.0, 11.0, 10.0, 11.0, 3.0, 3.0, 8.0, 0.0, 3.0, 7.0]",144,6.798611111111111,"[29, 15, 29]","[22, 38, 49, 46, 32, 38, 44]","[33, 22, 19, 15, 8, 17, 15]","[15, 5, 14]","[35, 49, 48, 44, 42, 31, 17]","[12, 12, 11, 5, 6, 6, 8]","[11, 20, 15]","[0, 3, 6, 6, 9, 12, 12]","[21, 21, 22, 19, 19, 21, 19]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 15, 29, 22, 38, 49, 46, 32, 38, 44, 33, 22, 19, 15, 8, 17, 15]","[15, 5, 14, 35, 49, 48, 44, 42, 31, 17, 12, 12, 11, 5, 6, 6, 8]","[11, 20, 15, 0, 3, 6, 6, 9, 12, 12, 21, 21, 22, 19, 19, 21, 19]"
FEDXB05,F,2,3.088888888888889,1,90,1.2540932209294224,59,0.8221277781648436,"[2.0, 1.0, 5.0, 8.0, 2.0, 0.0, 2.0, 1.0, 2.0, 3.0, 3.0, 3.0, 4.0, 7.0, 7.0, 7.0, 5.0, 2.0, 7.0, 4.0, 5.0, 1.0, 4.0, 5.0]",54,6.703703703703703,2.792727272727273,1,275,1.6257252130274782,211,1.2473746179956287,"[13.0, 0.0, 7.0, 9.0, 10.0, 2.0, 4.0, 3.0, 2.0, 6.0, 4.0, 9.0, 15.0, 23.0, 31.0, 25.0, 23.0, 22.0, 22.0, 16.0, 6.0, 3.0, 5.0, 15.0]",73,5.8493150684931505,3,1,228,1.3621111395068652,97,0.5794946514568682,"[10.0, 1.0, 7.0, 12.0, 8.0, 12.0, 1.0, 3.0, 4.0, 5.0, 7.0, 5.0, 7.0, 27.0, 25.0, 8.0, 18.0, 8.0, 17.0, 10.0, 8.0, 9.0, 5.0, 11.0]",119,5.756302521008403,"[33, 30, 24]","[38, 40, 43, 45, 39, 38, 30]","[24, 32, 41, 20, 25, 46, 37]","[25, 23, 8]","[29, 52, 28, 35, 26, 18, 23]","[5, 9, 7, 9, 14, 28, 23]","[25, 14, 15]","[4, 2, 9, 7, 11, 20, 19]","[28, 20, 14, 21, 13, 7, 14]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[33, 30, 24, 38, 40, 43, 45, 39, 38, 30, 24, 32, 41, 20, 25, 46, 37]","[25, 23, 8, 29, 52, 28, 35, 26, 18, 23, 5, 9, 7, 9, 14, 28, 23]","[25, 14, 15, 4, 2, 9, 7, 11, 20, 19, 28, 20, 14, 21, 13, 7, 14]"
FEDXB06,F,2,3.098360655737705,1,61,0.8454641005008874,20,0.27720134442652045,"[3.0, 0.0, 10.0, 1.0, 2.0, 1.0, 1.0, 3.0, 2.0, 0.0, 3.0, 0.0, 3.0, 2.0, 3.0, 2.0, 3.0, 3.0, 3.0, 2.0, 3.0, 3.0, 2.0, 6.0]",83,6.831325301204819,2.808306709265176,1,313,1.864652198,157,0.9353047766405481,"[9.0, 3.0, 16.0, 15.0, 7.0, 6.0, 1.0, 3.0, 4.0, 7.0, 9.0, 13.0, 13.0, 27.0, 28.0, 28.0, 20.0, 21.0, 23.0, 14.0, 11.0, 7.0, 6.0, 22.0]",44,5.795454545454546,3.0401785714285716,1,224,1.3367215511539665,103,0.6146532132538328,"[9.0, 4.0, 16.0, 12.0, 8.0, 11.0, 6.0, 2.0, 11.0, 5.0, 4.0, 5.0, 10.0, 25.0, 13.0, 17.0, 13.0, 14.0, 13.0, 7.0, 3.0, 2.0, 5.0, 9.0]",159,6.628930817610063,"[27, 16, 15]","[41, 34, 54, 52, 57, 44, 29]","[21, 53, 34, 38, 30, 35, 13]","[13, 4, 2]","[21, 15, 25, 35, 24, 13, 21]","[17, 22, 17, 11, 11, 16, 8]","[35, 21, 26]","[1, 4, 7, 4, 5, 12, 10]","[8, 21, 20, 17, 21, 30, 39]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[27, 16, 15, 41, 34, 54, 52, 57, 44, 29, 21, 53, 34, 38, 30, 35, 13]","[13, 4, 2, 21, 15, 25, 35, 24, 13, 21, 17, 22, 17, 11, 11, 16, 8]","[35, 21, 26, 1, 4, 7, 4, 5, 12, 10, 8, 21, 20, 17, 21, 30, 39]"
FEDXB07,F,1,2.8815789473684212,1,76,1.0523319768917745,50,0.6923236690077464,"[7.0, 0.0, 9.0, 3.0, 6.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0, 3.0, 2.0, 12.0, 7.0, 1.0, 2.0, 3.0, 6.0, 6.0, 5.0, 0.0, 0.0, 1.0]",74,6.918918918918919,2.978527607361963,1,326,1.965174088,132,0.7957146612770617,"[21.0, 4.0, 18.0, 14.0, 6.0, 7.0, 6.0, 1.0, 5.0, 3.0, 2.0, 6.0, 12.0, 24.0, 22.0, 25.0, 20.0, 18.0, 25.0, 17.0, 16.0, 20.0, 10.0, 24.0]",119,5.613445378,2.9944444444444445,1,180,1.0632869020446942,75,0.44303620918528924,"[13.0, 0.0, 10.0, 10.0, 2.0, 3.0, 7.0, 0.0, 0.0, 7.0, 4.0, 3.0, 7.0, 18.0, 8.0, 14.0, 16.0, 8.0, 5.0, 14.0, 8.0, 7.0, 7.0, 9.0]",130,6.430769230769231,"[35, 21, 17]","[36, 32, 48, 44, 52, 56, 56]","[20, 23, 24, 30, 29, 31, 20]","[33, 6, 11]","[9, 21, 18, 17, 21, 29, 15]","[8, 2, 16, 12, 6, 19, 11]","[23, 20, 29]","[7, 18, 18, 19, 17, 18, 20]","[20, 20, 19, 15, 24, 13, 18]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[35, 21, 17, 36, 32, 48, 44, 52, 56, 56, 20, 23, 24, 30, 29, 31, 20]","[33, 6, 11, 9, 21, 18, 17, 21, 29, 15, 8, 2, 16, 12, 6, 19, 11]","[23, 20, 29, 7, 18, 18, 19, 17, 18, 20, 20, 20, 19, 15, 24, 13, 18]"
FEDXB08,F,1,2.935483870967742,1,31,0.5270664689380271,30,0.5100643247787359,"[1.0, 0.0, 3.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 4.0, 6.0, 4.0, 2.0, 2.0, 2.0, 1.0, 0.0, 2.0]",60,8.033333333333333,3.1528662420382165,1,157,0.9371797720391454,57,0.34024998093140946,"[5.0, 3.0, 5.0, 9.0, 6.0, 5.0, 5.0, 6.0, 3.0, 3.0, 1.0, 7.0, 6.0, 15.0, 16.0, 11.0, 11.0, 4.0, 9.0, 4.0, 4.0, 6.0, 6.0, 7.0]",122,6.336065573770492,3.3225806451612905,1,93,0.5513035001514931,28,0.16598384950797643,"[7.0, 3.0, 5.0, 2.0, 1.0, 5.0, 1.0, 1.0, 2.0, 2.0, 2.0, 0.0, 6.0, 8.0, 6.0, 9.0, 7.0, 6.0, 4.0, 1.0, 5.0, 2.0, 2.0, 6.0]",140,6.978571428571429,"[21, 6, 2]","[29, 26, 15, 9, 21, 25, 29]","[16, 12, 21, 14, 7, 17, 6]","[21, 6, 2]","[15, 11, 3, 6, 4, 9, 8]","[1, 3, 2, 5, 7, 7, 2]","[12, 27, 20]","[7, 17, 22, 21, 18, 20, 15]","[17, 19, 17, 18, 21, 22, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 6, 2, 29, 26, 15, 9, 21, 25, 29, 16, 12, 21, 14, 7, 17, 6]","[21, 6, 2, 15, 11, 3, 6, 4, 9, 8, 1, 3, 2, 5, 7, 7, 2]","[12, 27, 20, 7, 17, 22, 21, 18, 20, 15, 17, 19, 17, 18, 21, 22, 22]"
FEDXB10,F,1,2.966386554621849,1,119,1.6438545395941015,71,0.9807871622788337,"[9.0, 2.0, 7.0, 4.0, 3.0, 4.0, 5.0, 1.0, 3.0, 1.0, 2.0, 2.0, 6.0, 6.0, 9.0, 10.0, 4.0, 11.0, 16.0, 3.0, 3.0, 1.0, 2.0, 5.0]",45,6.311111111111111,2.6313253012048192,1,415,2.479050858707376,229,1.367958184684311,"[38.0, 10.0, 19.0, 18.0, 5.0, 7.0, 10.0, 4.0, 8.0, 10.0, 8.0, 5.0, 12.0, 34.0, 39.0, 36.0, 36.0, 20.0, 15.0, 15.0, 19.0, 14.0, 12.0, 21.0]",46,5.869565217391305,2.6996997,1,333,1.9756032445509408,209,1.2399431775109508,"[19.0, 2.0, 11.0, 11.0, 8.0, 5.0, 6.0, 4.0, 8.0, 6.0, 8.0, 10.0, 8.0, 25.0, 25.0, 27.0, 27.0, 26.0, 15.0, 7.0, 19.0, 14.0, 24.0, 18.0]",60,6.5,"[42, 33, 38]","[53, 76, 67, 55, 42, 56, 58]","[37, 40, 61, 48, 50, 49, 43]","[29, 24, 17]","[24, 25, 31, 34, 29, 33, 46]","[13, 30, 31, 38, 32, 41, 19]","[16, 15, 13]","[8, 8, 5, 3, 4, 7, 9]","[7, 6, 6, 6, 9, 11, 14]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[42, 33, 38, 53, 76, 67, 55, 42, 56, 58, 37, 40, 61, 48, 50, 49, 43]","[29, 24, 17, 24, 25, 31, 34, 29, 33, 46, 13, 30, 31, 38, 32, 41, 19]","[16, 15, 13, 8, 8, 5, 3, 4, 7, 9, 7, 6, 6, 6, 9, 11, 14]"
FEDXB11,F,1,2.9626168224299065,1,107,1.5351873550300101,25,0.3586886343528061,"[0.0, 4.0, 1.0, 1.0, 5.0, 5.0, 2.0, 3.0, 1.0, 1.0, 2.0, 1.0, 2.0, 12.0, 12.0, 11.0, 7.0, 8.0, 11.0, 1.0, 5.0, 4.0, 6.0, 2.0]",63,6.809523809523809,2.4061302681992336,1,261,1.5686379261124124,318,1.9112140249185714,"[10.0, 3.0, 16.0, 10.0, 4.0, 4.0, 7.0, 0.0, 6.0, 7.0, 4.0, 10.0, 12.0, 22.0, 20.0, 24.0, 20.0, 19.0, 20.0, 15.0, 11.0, 3.0, 4.0, 10.0]",31,5.677419355,2.525597269624573,1,293,1.7439063303402997,296,1.7617620265553882,"[10.0, 5.0, 11.0, 11.0, 13.0, 1.0, 7.0, 2.0, 8.0, 4.0, 4.0, 11.0, 13.0, 24.0, 29.0, 26.0, 15.0, 26.0, 15.0, 20.0, 8.0, 7.0, 13.0, 10.0]",39,5.9743589743589745,"[25, 43, 36]","[34, 37, 35, 37, 34, 39, 39]","[39, 42, 47, 43, 40, 37, 43]","[8, 9, 8]","[41, 65, 36, 40, 38, 40, 51]","[33, 53, 51, 50, 36, 39, 31]","[26, 13, 21]","[4, 7, 2, 2, 2, 7, 6]","[5, 3, 2, 4, 9, 9, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[25, 43, 36, 34, 37, 35, 37, 34, 39, 39, 39, 42, 47, 43, 40, 37, 43]","[8, 9, 8, 41, 65, 36, 40, 38, 40, 51, 33, 53, 51, 50, 36, 39, 31]","[26, 13, 21, 4, 7, 2, 2, 2, 7, 6, 5, 3, 2, 4, 9, 9, 5]"
FEDXB12,F,1,2.9210526315789473,1,38,0.5698978932941181,18,0.2699516336656349,"[0.0, 1.0, 2.0, 2.0, 0.0, 0.0, 0.0, 3.0, 1.0, 5.0, 0.0, 2.0, 3.0, 6.0, 3.0, 2.0, 3.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 2.0]",69,8.275362319,3.1574074074074074,1,108,0.658836767,34,0.2074115747181558,"[8.0, 0.0, 6.0, 5.0, 6.0, 4.0, 3.0, 3.0, 0.0, 8.0, 1.0, 6.0, 7.0, 11.0, 9.0, 2.0, 6.0, 3.0, 3.0, 5.0, 2.0, 4.0, 4.0, 2.0]",132,7.287878787878788,3.046511627906977,1,86,0.513981765,19,0.11355411085803079,"[4.0, 2.0, 12.0, 5.0, 7.0, 7.0, 2.0, 1.0, 3.0, 1.0, 1.0, 5.0, 9.0, 0.0, 5.0, 5.0, 4.0, 4.0, 1.0, 0.0, 1.0, 2.0, 3.0, 2.0]",145,7.248275862068965,"[21, 11, 5]","[16, 17, 13, 10, 22, 13, 16]","[16, 16, 17, 10, 11, 10, 4]","[13, 2, 1]","[7, 3, 5, 2, 7, 3, 6]","[2, 2, 5, 2, 6, 0, 0]","[21, 24, 22]","[14, 18, 16, 19, 12, 28, 22]","[16, 20, 19, 21, 26, 22, 20]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 11, 5, 16, 17, 13, 10, 22, 13, 16, 16, 16, 17, 10, 11, 10, 4]","[13, 2, 1, 7, 3, 5, 2, 7, 3, 6, 2, 2, 5, 2, 6, 0, 0]","[21, 24, 22, 14, 18, 16, 19, 12, 28, 22, 16, 20, 19, 21, 26, 22, 20]"
