"","Order","Diet_Phase","mean_total_parameters","sd_total_parameters","count"
"1",1,"NR",0.645679817884222,0.509409464158391,11
"2",1,"PR",0.82491947696967,0.545891712421012,11
"3",2,"NR",0.533885858881761,0.127569150265373,12
"4",2,"PR",1.31702652485362,0.268242396640394,12
