"","sex","order","Diet_Phase","mean_total_parameters","sd_total_parameters","count"
"1","F",1,"NR",2.91776673742746,0.311319426699447,5
"2","F",1,"PR",2.86525136524233,0.334074304063766,5
"3","F",2,"NR",3.01878943434473,0.0681918445647366,6
"4","F",2,"PR",2.71996125492725,0.0795863523364635,6
"5","M",1,"NR",3.04386275515893,0.16224861200422,6
"6","M",1,"PR",2.92425359719083,0.149575350760203,6
"7","M",2,"NR",3.12536985882304,0.135994730920666,6
"8","M",2,"PR",2.75236310754357,0.12707992986815,6
