"","diff","lwr","upr","p adj","Group1","Group2"
"2.NR-1.NR",0.0855332631210803,-0.118022348584253,0.289088874826414,0.676960398940888,"2.NR-1.NR",""
"1.PR-1.NR",-0.0891119826122031,-0.297045635216312,0.118821669991905,0.663308553232479,"1.PR-1.NR",""
"2.PR-1.NR",-0.250384202227396,-0.45393981393273,-0.0468285905220627,0.0105363963555229,"2.PR-1.NR",""
"1.PR-2.NR",-0.174645245733283,-0.378200857438617,0.02891036597205,0.115464993998649,"1.PR-2.NR",""
"2.PR-2.NR",-0.335917465348476,-0.534998780966439,-0.136836149730514,0.000287491043107324,"2.PR-2.NR",""
"2.PR-1.PR",-0.161272219615193,-0.364827831320526,0.0422833920901404,0.163661741634412,"2.PR-1.PR",""
