"","diff","lwr","upr","p adj","Group1","Group2"
"M.1.NR-F.1.NR",0.126096017731472,-0.233704069099417,0.485896104562362,0.947492355409268,"M.1.NR-F.1.NR",""
"F.2.NR-F.1.NR",0.101022696917275,-0.258777389913614,0.460822783748165,0.9842738709352,"F.2.NR-F.1.NR",""
"M.2.NR-F.1.NR",0.207603121395583,-0.152196965435307,0.567403208226472,0.59193844718911,"M.2.NR-F.1.NR",""
"F.1.PR-F.1.NR",-0.052515372185129,-0.428314306554196,0.323283562183938,0.999804642975263,"F.1.PR-F.1.NR",""
"M.1.PR-F.1.NR",0.00648685976337449,-0.353313227067515,0.366286946594264,0.999999999862478,"M.1.PR-F.1.NR",""
"F.2.PR-F.1.NR",-0.19780548250021,-0.557605569331099,0.16199460433068,0.648017530504045,"F.2.PR-F.1.NR",""
"M.2.PR-F.1.NR",-0.165403629883886,-0.525203716714775,0.194396456947004,0.816230618487052,"M.2.PR-F.1.NR",""
"F.2.NR-M.1.NR",-0.0250733208141969,-0.368129243214766,0.317982601586372,0.999997632562423,"F.2.NR-M.1.NR",""
"M.2.NR-M.1.NR",0.0815071036641104,-0.261548818736458,0.424563026064679,0.994132475475249,"M.2.NR-M.1.NR",""
"F.1.PR-M.1.NR",-0.178611389916601,-0.538411476747491,0.181188696914288,0.752375255172407,"F.1.PR-M.1.NR",""
"M.1.PR-M.1.NR",-0.119609157968098,-0.462665080368667,0.223446764432471,0.948862002912539,"M.1.PR-M.1.NR",""
"F.2.PR-M.1.NR",-0.323901500231682,-0.666957422632251,0.0191544221688867,0.0760930222717465,"F.2.PR-M.1.NR",""
"M.2.PR-M.1.NR",-0.291499647615358,-0.634555570015927,0.0515562747852106,0.146623100230506,"M.2.PR-M.1.NR",""
"M.2.NR-F.2.NR",0.106580424478307,-0.236475497922261,0.449636346878876,0.972271684246095,"M.2.NR-F.2.NR",""
"F.1.PR-F.2.NR",-0.153538069102404,-0.513338155933294,0.206262017728485,0.865816222237435,"F.1.PR-F.2.NR",""
"M.1.PR-F.2.NR",-0.0945358371539009,-0.43759175955447,0.248520085246668,0.985877595120905,"M.1.PR-F.2.NR",""
"F.2.PR-F.2.NR",-0.298828179417485,-0.641884101818054,0.0442277429830836,0.127233762546647,"F.2.PR-F.2.NR",""
"M.2.PR-F.2.NR",-0.266426326801161,-0.60948224920173,0.0766295955994075,0.230716918159841,"M.2.PR-F.2.NR",""
"F.1.PR-M.2.NR",-0.260118493580712,-0.619918580411601,0.0996815932501778,0.310993744120308,"F.1.PR-M.2.NR",""
"M.1.PR-M.2.NR",-0.201116261632208,-0.544172184032777,0.141939660768361,0.5727534166981,"M.1.PR-M.2.NR",""
"F.2.PR-M.2.NR",-0.405408603895792,-0.748464526296361,-0.0623526814952237,0.0111675967353878,"F.2.PR-M.2.NR",""
"M.2.PR-M.2.NR",-0.373006751279469,-0.716062673680037,-0.0299508288788998,0.0248945094057302,"M.2.PR-M.2.NR",""
"M.1.PR-F.1.PR",0.0590022319485035,-0.300797854882386,0.418802318779393,0.999438198415122,"M.1.PR-F.1.PR",""
"F.2.PR-F.1.PR",-0.145290110315081,-0.50509019714597,0.214509976515809,0.895322697783498,"F.2.PR-F.1.PR",""
"M.2.PR-F.1.PR",-0.112888257698757,-0.472688344529646,0.246911829132133,0.970740711235786,"M.2.PR-F.1.PR",""
"F.2.PR-M.1.PR",-0.204292342263584,-0.547348264664153,0.138763580136984,0.553569698475516,"F.2.PR-M.1.PR",""
"M.2.PR-M.1.PR",-0.17189048964726,-0.514946412047829,0.171165432753308,0.743760830183015,"M.2.PR-M.1.PR",""
"M.2.PR-F.2.PR",0.0324018526163239,-0.310654069784245,0.375457775016893,0.999986192538931,"M.2.PR-F.2.PR",""
