"","num Df","den Df","MSE","F","ges","Pr(>F)"
"order",1,21,334.410581845953,5.23250148090973,0.0926086284015747,0.0326471940764066
"time_phase",5.55883103056145,116.735451641791,86.7104484334301,6.22426084826397,0.148928020735503,1.84919377631076e-05
"order:time_phase",5.55883103056145,116.735451641791,86.7104484334301,1.9283156429474,0.0514247573083915,0.0872678785707419
