"","diff","lwr","upr","p adj","Comparison"
"1",0.0847632821723731,-0.00629694637824972,0.175823510722996,0.0759182901508838,"2:NR-1:NR"
"2",-0.510705959652995,-0.603724696748317,-0.417687222557673,0,"1:PR-1:NR"
"3",-0.499611016717143,-0.590671245267766,-0.40855078816652,0,"2:PR-1:NR"
"4",-0.595469241825368,-0.686529470375991,-0.504409013274745,0,"1:PR-2:NR"
"5",-0.584374298889516,-0.673432959313838,-0.495315638465195,0,"2:PR-2:NR"
"6",0.011094942935852,-0.0799652856147708,0.102155171486475,0.987698683890121,"2:PR-1:PR"
