"","diff","lwr","upr","p adj","Group1","Group2"
"M.1.NR-F.1.NR",9.86666666666662,-54.2148349824126,73.9481683157459,0.999628554611387,"M.1.NR-F.1.NR",""
"F.2.NR-F.1.NR",5.03333333333333,-59.0481683157459,69.1148349824126,0.999996109147663,"F.2.NR-F.1.NR",""
"M.2.NR-F.1.NR",56.1999999999999,-7.88150164907931,120.281501649079,0.122234592429437,"M.2.NR-F.1.NR",""
"F.1.PR-F.1.NR",-12.8,-79.7309455831574,54.1309455831574,0.998482531832381,"F.1.PR-F.1.NR",""
"M.1.PR-F.1.NR",-12.9666666666667,-77.0481683157459,51.1148349824126,0.997829094107435,"M.1.PR-F.1.NR",""
"F.2.PR-F.1.NR",-49.8,-113.881501649079,14.2815016490792,0.230031485200056,"F.2.PR-F.1.NR",""
"M.2.PR-F.1.NR",-28.9666666666667,-93.048168315746,35.1148349824126,0.828492532734474,"M.2.PR-F.1.NR",""
"F.2.NR-M.1.NR",-4.83333333333329,-65.9326478184101,56.2659811517435,0.999995913808525,"F.2.NR-M.1.NR",""
"M.2.NR-M.1.NR",46.3333333333333,-14.7659811517435,107.43264781841,0.256317255660342,"M.2.NR-M.1.NR",""
"F.1.PR-M.1.NR",-22.6666666666666,-86.7481683157459,41.4148349824126,0.944957621748969,"F.1.PR-M.1.NR",""
"M.1.PR-M.1.NR",-22.8333333333333,-83.9326478184101,38.2659811517435,0.927574186879403,"M.1.PR-M.1.NR",""
"F.2.PR-M.1.NR",-59.6666666666667,-120.765981151743,1.43264781841013,0.0598024115740141,"F.2.PR-M.1.NR",""
"M.2.PR-M.1.NR",-38.8333333333333,-99.9326478184101,22.2659811517435,0.471719402774425,"M.2.PR-M.1.NR",""
"M.2.NR-F.2.NR",51.1666666666666,-9.93264781841017,112.265981151743,0.158786375455033,"M.2.NR-F.2.NR",""
"F.1.PR-F.2.NR",-17.8333333333334,-81.9148349824126,46.2481683157459,0.985055267390293,"F.1.PR-F.2.NR",""
"M.1.PR-F.2.NR",-18,-79.0993144850768,43.0993144850768,0.979346003491194,"M.1.PR-F.2.NR",""
"F.2.PR-F.2.NR",-54.8333333333334,-115.93264781841,6.26598115174342,0.10622300887825,"F.2.PR-F.2.NR",""
"M.2.PR-F.2.NR",-34,-95.0993144850768,27.0993144850768,0.6343001585767,"M.2.PR-F.2.NR",""
"F.1.PR-M.2.NR",-69,-133.081501649079,-4.91849835092071,0.0271488668339972,"F.1.PR-M.2.NR",""
"M.1.PR-M.2.NR",-69.1666666666666,-130.265981151743,-8.06735218158984,0.0171248197277887,"M.1.PR-M.2.NR",""
"F.2.PR-M.2.NR",-106,-167.099314485077,-44.9006855149232,5.8081398893739e-05,"F.2.PR-M.2.NR",""
"M.2.PR-M.2.NR",-85.1666666666666,-146.265981151743,-24.0673521815899,0.0016161305647272,"M.2.PR-M.2.NR",""
"M.1.PR-F.1.PR",-0.166666666666657,-64.2481683157459,63.9148349824126,1,"M.1.PR-F.1.PR",""
"F.2.PR-F.1.PR",-37,-101.081501649079,27.0815016490792,0.591122026107518,"F.2.PR-F.1.PR",""
"M.2.PR-F.1.PR",-16.1666666666667,-80.2481683157459,47.9148349824126,0.991584900699535,"M.2.PR-F.1.PR",""
"F.2.PR-M.1.PR",-36.8333333333334,-97.9326478184101,24.2659811517434,0.538405857548149,"F.2.PR-M.1.PR",""
"M.2.PR-M.1.PR",-16,-77.0993144850768,45.0993144850768,0.989507227507988,"M.2.PR-M.1.PR",""
"M.2.PR-F.2.PR",20.8333333333333,-40.2659811517434,81.9326478184101,0.954423307779868,"M.2.PR-F.2.PR",""
