"","Factor","Sum.Sq","Df","F.value","Pr..F."
"sex","sex",5131.9545454546,1,4.70837053356682,0.0363355656518186
"order","order",1.27272727272793,1,0.00116767822768162,0.972919414747819
"Diet_Phase","Diet_Phase",23558.282608696,1,21.6138164657884,3.94800884174795e-05
"sex:order","sex:order",2772.35000000001,1,2.54352429140186,0.11903195857475
"sex:Diet_Phase","sex:Diet_Phase",1223.09090909091,1,1.12213877680146,0.296145600697195
"order:Diet_Phase","order:Diet_Phase",7943.09090909092,1,7.28747981895721,0.0103071062932029
"sex:order:Diet_Phase","sex:order:Diet_Phase",294.350000000006,1,0.270054782106932,0.606309155882396
"Residuals","Residuals",41418.6333333333,38,NA,NA
