"diff","lwr","upr","p adj","Group1","Group2"
-19.0000000000005,-343.659575239911,305.65957523991,0.999999491870503,"M.1.NR","F.1.NR"
89.833333333333,-234.826241906577,414.492908573243,0.98554035803805,"F.2.NR","F.1.NR"
264.333333333333,-60.3262419065775,588.992908573243,0.183941620927217,"M.2.NR","F.1.NR"
48.7999999999997,-290.295867048017,387.895867048016,0.999762453758803,"F.1.PR","F.1.NR"
-13.666666666667,-338.326241906577,310.992908573243,0.999999948632788,"M.1.PR","F.1.NR"
13.833333333333,-310.826241906577,338.492908573243,0.999999944105576,"F.2.PR","F.1.NR"
117,-207.659575239911,441.65957523991,0.93951533918001,"M.2.PR","F.1.NR"
108.833333333333,-200.717425898285,418.384092564952,0.946626635833644,"F.2.NR","M.1.NR"
283.333333333333,-26.2174258982859,592.884092564952,0.093695387466017,"M.2.NR","M.1.NR"
67.8000000000002,-256.85957523991,392.45957523991,0.997352619586182,"F.1.PR","M.1.NR"
5.33333333333348,-304.217425898285,314.884092564952,0.999999999899884,"M.1.PR","M.1.NR"
32.8333333333335,-276.717425898285,342.384092564952,0.9999695283724,"F.2.PR","M.1.NR"
136,-173.550759231619,445.550759231619,0.847807318145495,"M.2.PR","M.1.NR"
174.5,-135.050759231619,484.050759231618,0.619390120514649,"M.2.NR","F.2.NR"
-41.0333333333333,-365.692908573243,283.626241906577,0.999900259111336,"F.1.PR","F.2.NR"
-103.5,-413.050759231619,206.050759231619,0.958866572306153,"M.1.PR","F.2.NR"
-76,-385.550759231619,233.550759231619,0.992847440754147,"F.2.PR","F.2.NR"
27.1666666666665,-282.384092564952,336.717425898285,0.999991654363245,"M.2.PR","F.2.NR"
-215.533333333333,-540.192908573243,109.126241906577,0.416284706781298,"F.1.PR","M.2.NR"
-278,-587.550759231618,31.5507592316193,0.105758686648065,"M.1.PR","M.2.NR"
-250.5,-560.050759231618,59.0507592316193,0.189665731615511,"F.2.PR","M.2.NR"
-147.333333333333,-456.884092564952,162.217425898286,0.788979809180839,"M.2.PR","M.2.NR"
-62.4666666666667,-387.126241906577,262.192908573243,0.998422633128178,"M.1.PR","F.1.PR"
-34.9666666666667,-359.626241906577,289.692908573243,0.99996618821165,"F.2.PR","F.1.PR"
68.1999999999998,-256.45957523991,392.85957523991,0.997253286470137,"M.2.PR","F.1.PR"
27.5,-282.050759231619,337.050759231619,0.999990925805591,"F.2.PR","M.1.PR"
130.666666666667,-178.884092564952,440.217425898285,0.872094119792406,"M.2.PR","M.1.PR"
103.166666666667,-206.384092564952,412.717425898285,0.959559568135322,"M.2.PR","F.2.PR"
