Unnamed: 0,contrast,estimate,SE,df,t.ratio,p.value,Significance,Test Details
1,grain F order1 - pr F order1,-0.362146600489151,0.194778549934615,19,-1.85927352170308,0.768687512594627,,"t(19) = -1.859, p = 7.687e-01"
2,grain F order1 - nr F order1,-0.182492789906776,0.195345160337739,19,-0.934206865382576,0.99759727560205,,"t(19) = -0.934, p = 9.976e-01"
3,grain F order1 - grain M order1,-0.115130188746003,0.158991604804388,19,-0.724127471306745,0.99975703341408,,"t(19) = -0.724, p = 9.998e-01"
4,grain F order1 - pr M order1,-0.179564551872725,0.214636878459561,19,-0.836596922026875,0.999084388839496,,"t(19) = -0.837, p = 9.991e-01"
5,grain F order1 - nr M order1,-0.0006700190347171,0.193133053693208,19,-0.0034692095521954,1.0,,"t(19) = -0.003, p = 1.000e+00"
6,grain F order1 - grain F order2,-0.0825457488956107,0.158991604804388,19,-0.519183066283085,0.999990708994156,,"t(19) = -0.519, p = 1.000e+00"
7,grain F order1 - pr F order2,-0.761385565992215,0.214636878459561,19,-3.54731941433664,0.0672314550399854,,"t(19) = -3.547, p = 6.723e-02"
8,grain F order1 - nr F order2,0.0454086946427088,0.193133053693208,19,0.235116122146759,0.999999997835349,,"t(19) = 0.235, p = 1.000e+00"
9,grain F order1 - grain M order2,-0.348935940421694,0.158991604804388,19,-2.19468154215438,0.570966476362381,,"t(19) = -2.195, p = 5.710e-01"
10,grain F order1 - pr M order2,-0.747941314021605,0.214636878459561,19,-3.48468221952138,0.075838783243615,,"t(19) = -3.485, p = 7.584e-02"
11,grain F order1 - nr M order2,0.011545757309215,0.193133053693208,19,0.0597813636165844,1.0,,"t(19) = 0.060, p = 1.000e+00"
12,pr F order1 - nr F order1,0.179653810582375,0.1188765233883,19,1.51126400286414,0.919698850924287,,"t(19) = 1.511, p = 9.197e-01"
13,pr F order1 - grain M order1,0.247016411743148,0.224114081293841,19,1.10219050189568,0.99074875332391,,"t(19) = 1.102, p = 9.907e-01"
14,pr F order1 - pr M order1,0.182582048616426,0.266491614559956,19,0.685132434346627,0.999856302164418,,"t(19) = 0.685, p = 9.999e-01"
15,pr F order1 - nr M order1,0.361476581454434,0.249497830581292,19,1.44881653123896,0.937631184198959,,"t(19) = 1.449, p = 9.376e-01"
16,pr F order1 - grain F order2,0.27960085159354,0.224114081293841,19,1.24758270421638,0.97679582690845,,"t(19) = 1.248, p = 9.768e-01"
17,pr F order1 - pr F order2,-0.399238965503065,0.266491614559956,19,-1.49812956089559,0.923712986840069,,"t(19) = -1.498, p = 9.237e-01"
18,pr F order1 - nr F order2,0.40755529513186,0.249497830581292,19,1.63350236025026,0.876127942499801,,"t(19) = 1.634, p = 8.761e-01"
19,pr F order1 - grain M order2,0.0132106600674568,0.224114081293841,19,0.0589461402478145,1.0,,"t(19) = 0.059, p = 1.000e+00"
20,pr F order1 - pr M order2,-0.385794713532454,0.266491614559956,19,-1.44768049895115,0.937930548395342,,"t(19) = -1.448, p = 9.379e-01"
21,pr F order1 - nr M order2,0.373692357798366,0.249497830581292,19,1.49777798439257,0.923818651451051,,"t(19) = 1.498, p = 9.238e-01"
22,nr F order1 - grain M order1,0.0673626011607727,0.199260597296558,19,0.338062828651052,0.999999893395026,,"t(19) = 0.338, p = 1.000e+00"
23,nr F order1 - pr M order1,0.0029282380340502,0.245958217654078,19,0.0119054287430583,1.0,,"t(19) = 0.012, p = 1.000e+00"
24,nr F order1 - nr M order1,0.181822770872058,0.227435335129724,19,0.799448206974307,0.999392410427309,,"t(19) = 0.799, p = 9.994e-01"
25,nr F order1 - grain F order2,0.0999470410111648,0.199260597296558,19,0.501589588544766,0.999993456220369,,"t(19) = 0.502, p = 1.000e+00"
26,nr F order1 - pr F order2,-0.57889277608544,0.245958217654078,19,-2.35362242256776,0.476071044384862,,"t(19) = -2.354, p = 4.761e-01"
27,nr F order1 - nr F order2,0.227901484549484,0.227435335129724,19,1.00204959101669,0.99567850166451,,"t(19) = 1.002, p = 9.957e-01"
28,nr F order1 - grain M order2,-0.166443150514918,0.199260597296558,19,-0.835303882318501,0.999096980440322,,"t(19) = -0.835, p = 9.991e-01"
29,nr F order1 - pr M order2,-0.56544852411483,0.245958217654078,19,-2.29896170783808,0.508188190391726,,"t(19) = -2.299, p = 5.082e-01"
30,nr F order1 - nr M order2,0.194038547215991,0.227435335129724,19,0.85315919404219,0.998909546473479,,"t(19) = 0.853, p = 9.989e-01"
31,grain M order1 - pr M order1,-0.0644343631267224,0.177807675862225,19,-0.36238234831127,0.999999777423481,,"t(19) = -0.362, p = 1.000e+00"
32,grain M order1 - nr M order1,0.114460169711286,0.178324918027405,19,0.641863015990258,0.999923405208936,,"t(19) = 0.642, p = 9.999e-01"
