Unnamed: 0,contrast,estimate,SE,df,t.ratio,p.value,Significance,Test Details
16,pr F order1 - grain F order2,0.29819504060223,0.269151336169792,19,1.10790845345875,0.990370628734952,,"t(19) = 1.108, p = 9.904e-01"
17,pr F order1 - pr F order2,-0.343506054765844,0.282220299715379,19,-1.21715572945062,0.980548365012013,,"t(19) = -1.217, p = 9.805e-01"
18,pr F order1 - nr F order2,0.111401663947353,0.271269396364186,19,0.410668012833241,0.999999171026063,,"t(19) = 0.411, p = 1.000e+00"
19,pr F order1 - grain M order2,0.14620537737097,0.269151336169792,19,0.543208811264223,0.999985326126485,,"t(19) = 0.543, p = 1.000e+00"
20,pr F order1 - pr M order2,-0.252628359383192,0.282220299715379,19,-0.895145953845169,0.998336683617374,,"t(19) = -0.895, p = 9.983e-01"
21,pr F order1 - nr M order2,0.653380483570469,0.271269396364186,19,2.40860374346573,0.4445594622394,,"t(19) = 2.409, p = 4.446e-01"
22,nr F order1 - grain M order1,0.0834889627301674,0.255282171646997,19,0.327045802656425,0.999999925054385,,"t(19) = 0.327, p = 1.000e+00"
23,nr F order1 - pr M order1,-0.163681537100103,0.269025729197526,19,-0.608423356339735,0.999954622608808,,"t(19) = -0.608, p = 1.000e+00"
24,nr F order1 - nr M order1,0.0983882452809053,0.257514331256752,19,0.382069008745025,0.999999611159146,,"t(19) = 0.382, p = 1.000e+00"
25,nr F order1 - grain F order2,-0.0539644933520704,0.255282171646997,19,-0.211391547650622,0.999999999316227,,"t(19) = -0.211, p = 1.000e+00"
26,nr F order1 - pr F order2,-0.695665588720145,0.269025729197526,19,-2.58587009798371,0.350099188368704,,"t(19) = -2.586, p = 3.501e-01"
27,nr F order1 - nr F order2,-0.240757870006948,0.257514331256752,19,-0.934929985573899,0.99758137949815,,"t(19) = -0.935, p = 9.976e-01"
28,nr F order1 - grain M order2,-0.205954156583331,0.255282171646997,19,-0.806770622697942,0.999339903179137,,"t(19) = -0.807, p = 9.993e-01"
29,nr F order1 - pr M order2,-0.604787893337493,0.269025729197526,19,-2.24806710919996,0.538640533215065,,"t(19) = -2.248, p = 5.386e-01"
30,nr F order1 - nr M order2,0.301220949616168,0.257514331256752,19,1.16972499412407,0.98546362894867,,"t(19) = 1.170, p = 9.855e-01"
31,grain M order1 - pr M order1,-0.24717049983027,0.206894882127338,19,-1.1946670564724,0.983014275034399,,"t(19) = -1.195, p = 9.830e-01"
32,grain M order1 - nr M order1,0.0148992825507379,0.20686336453892,19,0.0720247521060441,1.0,,"t(19) = 0.072, p = 1.000e+00"
33,grain M order1 - grain F order2,-0.137453456082238,0.240823237308725,19,-0.570764921268906,0.999975908549713,,"t(19) = -0.571, p = 1.000e+00"
34,grain M order1 - pr F order2,-0.779154551450312,0.255346210931959,19,-3.05136523705038,0.167417090615029,,"t(19) = -3.051, p = 1.674e-01"
35,grain M order1 - nr F order2,-0.324246832737115,0.243188147880731,19,-1.33331675726293,0.963361082418557,,"t(19) = -1.333, p = 9.634e-01"
36,grain M order1 - grain M order2,-0.289443119313498,0.240823237308725,19,-1.20189032648226,0.982249638804416,,"t(19) = -1.202, p = 9.822e-01"
37,grain M order1 - pr M order2,-0.68827685606766,0.255346210931959,19,-2.69546531963642,0.298216484667572,,"t(19) = -2.695, p = 2.982e-01"
38,grain M order1 - nr M order2,0.217731986886001,0.243188147880731,19,0.895323184059058,0.998333817584199,,"t(19) = 0.895, p = 9.983e-01"
39,pr M order1 - nr M order1,0.262069782381008,0.12540529330142,19,2.08978246038711,0.634810935110418,,"t(19) = 2.090, p = 6.348e-01"
40,pr M order1 - grain F order2,0.109717043748033,0.255346210931959,19,0.429679545067809,0.999998671217011,,"t(19) = 0.430, p = 1.000e+00"
41,pr M order1 - pr F order2,-0.531984051620041,0.269086497704292,19,-1.97700016968022,0.70220757649629,,"t(19) = -1.977, p = 7.022e-01"
42,pr M order1 - nr F order2,-0.0770763329068445,0.25757781558029,19,-0.29923513689718,0.999999970980298,,"t(19) = -0.299, p = 1.000e+00"
43,pr M order1 - grain M order2,-0.0422726194832275,0.255346210931959,19,-0.165550212509289,0.999999999952228,,"t(19) = -0.166, p = 1.000e+00"
44,pr M order1 - pr M order2,-0.44110635623739,0.269086497704292,19,-1.63927346782794,0.873797693426915,,"t(19) = -1.639, p = 8.738e-01"
45,pr M order1 - nr M order2,0.464902486716272,0.25757781558029,19,1.80490111568384,0.797339642791157,,"t(19) = 1.805, p = 7.973e-01"
46,nr M order1 - grain F order2,-0.152352738632976,0.243188147880731,19,-0.626480936512151,0.999939539895624,,"t(19) = -0.626, p = 9.999e-01"
47,nr M order1 - pr F order2,-0.79405383400105,0.25757781558029,19,-3.08277260684173,0.158533150397816,,"t(19) = -3.083, p = 1.585e-01"
48,nr M order1 - nr F order2,-0.339146115287853,0.24553028104791,19,-1.38128019827288,0.953805636593137,,"t(19) = -1.381, p = 9.538e-01"
49,nr M order1 - grain M order2,-0.304342401864236,0.243188147880731,19,-1.25146889154112,0.97628044927248,,"t(19) = -1.251, p = 9.763e-01"
50,nr M order1 - pr M order2,-0.703176138618398,0.25757781558029,19,-2.72995613785384,0.283012738745272,,"t(19) = -2.730, p = 2.830e-01"
51,nr M order1 - nr M order2,0.202832704335263,0.24553028104791,19,0.826100566779722,0.999182449971159,,"t(19) = 0.826, p = 9.992e-01"
52,grain F order2 - pr F order2,-0.641701095368074,0.206894882127338,19,-3.10158032315717,0.153403105278678,,"t(19) = -3.102, p = 1.534e-01"
53,grain F order2 - nr F order2,-0.186793376654877,0.20686336453892,19,-0.902979496012854,0.998206017325358,,"t(19) = -0.903, p = 9.982e-01"
54,grain F order2 - grain M order2,-0.15198966323126,0.240823237308725,19,-0.63112540521335,0.999935015063049,,"t(19) = -0.631, p = 9.999e-01"
55,grain F order2 - pr M order2,-0.550823399985422,0.255346210931959,19,-2.1571630061595,0.59380857652512,,"t(19) = -2.157, p = 5.938e-01"
56,grain F order2 - nr M order2,0.355185442968239,0.243188147880731,19,1.46053763747745,0.934486888280434,,"t(19) = 1.461, p = 9.345e-01"
57,pr F order2 - nr F order2,0.454907718713197,0.12540529330142,19,3.62750013765206,0.0575218343411763,,"t(19) = 3.628, p = 5.752e-02"
58,pr F order2 - grain M order2,0.489711432136814,0.255346210931959,19,1.91783316599637,0.736276779204454,,"t(19) = 1.918, p = 7.363e-01"
59,pr F order2 - pr M order2,0.0908776953826519,0.269086497704292,19,0.337726701852281,0.999999894515723,,"t(19) = 0.338, p = 1.000e+00"
60,pr F order2 - nr M order2,0.996886538336313,0.25757781558029,19,3.87023446134309,0.0355035467083382,*,"t(19) = 3.870, p = 3.550e-02"
61,nr F order2 - grain M order2,0.0348037134236171,0.243188147880731,19,0.143114348815577,0.999999999990345,,"t(19) = 0.143, p = 1.000e+00"
62,nr F order2 - pr M order2,-0.364030023330545,0.25757781558029,19,-1.41328173977418,0.946549089770189,,"t(19) = -1.413, p = 9.465e-01"
63,nr F order2 - nr M order2,0.541978819623116,0.24553028104791,19,2.2073807650526,0.563251914682579,,"t(19) = 2.207, p = 5.633e-01"
64,grain M order2 - pr M order2,-0.398833736754162,0.206894882127338,19,-1.92771195040335,0.730671895484108,,"t(19) = -1.928, p = 7.307e-01"
65,grain M order2 - nr M order2,0.507175106199499,0.20686336453892,19,2.4517396172587,0.420498441495682,,"t(19) = 2.452, p = 4.205e-01"
66,pr M order2 - nr M order2,0.906008842953661,0.12540529330142,19,7.2246459387963,3.68642471719749e-05,***,"t(19) = 7.225, p = 3.686e-05"
