MM:DD:YYYY hh:mm:ss,Temp,Humidity,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
4/21/2023 11:43:53,21.99,67.46,1.16.3,ClosedEcon_PR1,6,4.07,nan,1,Right,Left,0,1,0,0,nan,nan,15.53
4/21/2023 11:45:46,22.05,67.04,1.16.3,ClosedEcon_PR1,6,4.07,nan,1,Left,Left,1,1,0,0,nan,nan,0.04
4/21/2023 11:51:22,22.18,66.52,1.16.3,ClosedEcon_PR1,6,4.07,1,1,Pellet,Left,1,1,1,1,Timed_out,nan,nan
4/21/2023 11:51:29,22.17,66.51,1.16.3,ClosedEcon_PR1,6,4.07,nan,3,Right,Left,1,2,1,1,nan,nan,0.00
4/21/2023 11:52:51,22.19,66.58,1.16.3,ClosedEcon_PR1,6,4.07,nan,3,Left,Left,2,2,1,1,nan,nan,0.59
4/21/2023 11:52:54,22.20,66.55,1.16.3,ClosedEcon_PR1,6,4.07,nan,3,Right,Left,2,3,1,1,nan,nan,0.00
4/21/2023 11:52:55,22.19,66.54,1.16.3,ClosedEcon_PR1,6,4.07,nan,3,Right,Left,2,4,1,1,nan,nan,0.15
4/21/2023 11:54:13,22.19,66.62,1.16.3,ClosedEcon_PR1,6,4.07,nan,3,Left,Left,3,4,1,1,nan,nan,0.05
4/21/2023 11:58:15,22.22,66.55,1.16.3,ClosedEcon_PR1,6,4.07,nan,3,Left,Left,4,4,1,1,nan,nan,0.00
4/21/2023 11:58:17,22.22,66.54,1.16.3,ClosedEcon_PR1,6,4.07,nan,3,LeftWithPellet,Left,5,4,1,2,nan,nan,0.10
4/21/2023 11:58:18,22.21,66.55,1.16.3,ClosedEcon_PR1,6,4.07,1,3,Pellet,Left,5,4,2,2,1.35,416,nan
4/21/2023 12:01:21,22.21,66.47,1.16.3,ClosedEcon_PR1,6,4.07,nan,5,Right,Left,5,5,2,2,nan,nan,0.15
4/21/2023 12:06:06,22.23,66.49,1.16.3,ClosedEcon_PR1,6,4.07,nan,5,Right,Left,5,6,2,2,nan,nan,0.20
4/21/2023 12:06:11,22.24,66.49,1.16.3,ClosedEcon_PR1,6,4.07,nan,5,Right,Left,5,7,2,2,nan,nan,0.01
4/21/2023 12:06:12,22.28,66.49,1.16.3,ClosedEcon_PR1,6,4.07,nan,5,Left,Left,6,7,2,2,nan,nan,0.14
4/21/2023 12:06:19,22.25,66.49,1.16.3,ClosedEcon_PR1,6,4.07,nan,5,Left,Left,7,7,2,2,nan,nan,0.41
4/21/2023 12:06:23,22.24,66.50,1.16.3,ClosedEcon_PR1,6,4.07,nan,5,Right,Left,7,8,2,2,nan,nan,0.49
4/21/2023 12:06:29,22.23,66.51,1.16.3,ClosedEcon_PR1,6,4.07,nan,5,Right,Left,7,9,2,2,nan,nan,0.15
4/21/2023 12:20:24,22.25,66.47,1.16.3,ClosedEcon_PR1,6,4.07,nan,5,Left,Left,8,9,2,2,nan,nan,0.05
4/21/2023 12:23:37,22.27,66.48,1.16.3,ClosedEcon_PR1,6,4.07,nan,5,Right,Left,8,10,2,2,nan,nan,0.08
4/21/2023 12:23:38,22.27,66.48,1.16.3,ClosedEcon_PR1,6,4.07,nan,5,Right,Left,8,11,2,2,nan,nan,0.00
4/21/2023 12:23:42,22.26,66.49,1.16.3,ClosedEcon_PR1,6,4.07,nan,5,Right,Left,8,12,2,2,nan,nan,0.17
4/21/2023 12:23:53,22.24,66.49,1.16.3,ClosedEcon_PR1,6,4.06,nan,5,Right,Left,8,13,2,2,nan,nan,0.11
4/21/2023 12:23:56,22.25,66.51,1.16.3,ClosedEcon_PR1,6,4.07,nan,5,Right,Left,8,14,2,2,nan,nan,0.18
4/21/2023 12:36:35,22.24,66.03,1.16.3,ClosedEcon_PR1,6,4.07,nan,5,Left,Left,9,14,2,2,nan,nan,0.38
4/21/2023 12:36:45,22.25,66.07,1.16.3,ClosedEcon_PR1,6,4.07,nan,5,Left,Left,10,14,2,2,nan,nan,0.07
4/21/2023 12:36:49,22.24,66.10,1.16.3,ClosedEcon_PR1,6,4.07,2,5,Pellet,Left,10,14,3,3,0.72,2311,nan
4/21/2023 12:36:58,22.24,66.18,1.16.3,ClosedEcon_PR1,6,4.07,nan,7,Right,Left,10,15,3,3,nan,nan,0.11
