"diff","lwr","upr","p adj","Group1","Group2"
-62.4666666666669,-387.126241906577,262.192908573243,0.998422633128177,"M.1.PR.Pellets","F.1.PR.Pellets"
-34.9666666666669,-359.626241906577,289.692908573243,0.99996618821165,"F.2.PR.Pellets","F.1.PR.Pellets"
68.2000000000005,-256.459575239909,392.85957523991,0.997253286470137,"M.2.PR.Pellets","F.1.PR.Pellets"
-48.8000000000002,-387.895867048016,290.295867048016,0.999762453758803,"F.1.NR.Pellets","F.1.PR.Pellets"
-67.8000000000002,-392.45957523991,256.85957523991,0.997352619586182,"M.1.NR.Pellets","F.1.PR.Pellets"
41.0333333333331,-283.626241906577,365.692908573243,0.999900259111336,"F.2.NR.Pellets","F.1.PR.Pellets"
215.533333333333,-109.126241906577,540.192908573243,0.416284706781296,"M.2.NR.Pellets","F.1.PR.Pellets"
27.5,-282.050759231619,337.050759231619,0.999990925805591,"F.2.PR.Pellets","M.1.PR.Pellets"
130.666666666667,-178.884092564951,440.217425898286,0.872094119792402,"M.2.PR.Pellets","M.1.PR.Pellets"
13.6666666666667,-310.992908573243,338.326241906577,0.999999948632788,"F.1.NR.Pellets","M.1.PR.Pellets"
-5.33333333333326,-314.884092564952,304.217425898285,0.999999999899884,"M.1.NR.Pellets","M.1.PR.Pellets"
103.5,-206.050759231619,413.050759231619,0.958866572306153,"F.2.NR.Pellets","M.1.PR.Pellets"
278,-31.5507592316187,587.550759231619,0.105758686648063,"M.2.NR.Pellets","M.1.PR.Pellets"
103.166666666667,-206.384092564951,412.717425898286,0.95955956813532,"M.2.PR.Pellets","F.2.PR.Pellets"
-13.8333333333333,-338.492908573243,310.826241906577,0.999999944105576,"F.1.NR.Pellets","F.2.PR.Pellets"
-32.8333333333333,-342.384092564952,276.717425898285,0.9999695283724,"M.1.NR.Pellets","F.2.PR.Pellets"
76,-233.550759231619,385.550759231619,0.992847440754147,"F.2.NR.Pellets","F.2.PR.Pellets"
250.5,-59.0507592316187,560.050759231619,0.189665731615509,"M.2.NR.Pellets","F.2.PR.Pellets"
-117.000000000001,-441.659575239911,207.659575239909,0.939515339180007,"F.1.NR.Pellets","M.2.PR.Pellets"
-136.000000000001,-445.550759231619,173.550759231618,0.847807318145492,"M.1.NR.Pellets","M.2.PR.Pellets"
-27.1666666666674,-336.717425898286,282.384092564951,0.999991654363245,"F.2.NR.Pellets","M.2.PR.Pellets"
147.333333333333,-162.217425898286,456.884092564951,0.788979809180841,"M.2.NR.Pellets","M.2.PR.Pellets"
-19,-343.65957523991,305.65957523991,0.999999491870503,"M.1.NR.Pellets","F.1.NR.Pellets"
89.8333333333333,-234.826241906577,414.492908573243,0.985540358038049,"F.2.NR.Pellets","F.1.NR.Pellets"
264.333333333333,-60.3262419065766,588.992908573243,0.183941620927214,"M.2.NR.Pellets","F.1.NR.Pellets"
108.833333333333,-200.717425898285,418.384092564952,0.946626635833645,"F.2.NR.Pellets","M.1.NR.Pellets"
283.333333333333,-26.2174258982854,592.884092564952,0.0936953874660161,"M.2.NR.Pellets","M.1.NR.Pellets"
174.5,-135.050759231619,484.050759231619,0.619390120514645,"M.2.NR.Pellets","F.2.NR.Pellets"
