mouse_id,sex,order,hour,PR,NR
FEDXA01,M,2.0,0,0.2857142857142857,0.42857142857142855
FEDXA01,M,2.0,1,0.14285714285714285,0.8571428571428571
FEDXA01,M,2.0,2,0.2857142857142857,0.14285714285714285
FEDXA01,M,2.0,3,0.42857142857142855,0.8571428571428571
FEDXA01,M,2.0,4,0.2857142857142857,0.8571428571428571
FEDXA01,M,2.0,5,0.42857142857142855,0.5714285714285714
FEDXA01,M,2.0,6,0.2857142857142857,0.5714285714285714
FEDXA01,M,2.0,7,0.2857142857142857,0.2857142857142857
FEDXA01,M,2.0,8,0.5714285714285714,0.2857142857142857
FEDXA01,M,2.0,9,0.14285714285714285,0.42857142857142855
FEDXA01,M,2.0,10,0.14285714285714285,0.2857142857142857
FEDXA01,M,2.0,11,0.42857142857142855,0.7142857142857143
FEDXA01,M,2.0,12,0.2857142857142857,0.5714285714285714
FEDXA01,M,2.0,13,0.0,0.42857142857142855
FEDXA01,M,2.0,14,0.42857142857142855,0.8571428571428571
FEDXA01,M,2.0,15,0.8571428571428571,1.7142857142857142
FEDXA01,M,2.0,16,0.8571428571428571,2.0
FEDXA01,M,2.0,17,0.5714285714285714,2.0
FEDXA01,M,2.0,18,0.2857142857142857,1.4285714285714286
FEDXA01,M,2.0,19,0.42857142857142855,0.42857142857142855
FEDXA01,M,2.0,20,0.2857142857142857,1.0
FEDXA01,M,2.0,21,0.0,0.5714285714285714
FEDXA01,M,2.0,22,0.5714285714285714,0.42857142857142855
FEDXA01,M,2.0,23,0.42857142857142855,1.0
FEDXA02,M,2.0,0,0.2857142857142857,0.14285714285714285
FEDXA02,M,2.0,1,0.0,0.2857142857142857
FEDXA02,M,2.0,2,0.42857142857142855,0.2857142857142857
FEDXA02,M,2.0,3,0.2857142857142857,0.42857142857142855
FEDXA02,M,2.0,4,0.0,1.0
FEDXA02,M,2.0,5,0.14285714285714285,0.7142857142857143
FEDXA02,M,2.0,6,0.5714285714285714,0.42857142857142855
FEDXA02,M,2.0,7,0.14285714285714285,0.14285714285714285
FEDXA02,M,2.0,8,0.0,0.0
FEDXA02,M,2.0,9,0.0,0.14285714285714285
FEDXA02,M,2.0,10,0.14285714285714285,0.14285714285714285
FEDXA02,M,2.0,11,0.2857142857142857,0.2857142857142857
FEDXA02,M,2.0,12,0.14285714285714285,0.14285714285714285
FEDXA02,M,2.0,13,0.0,0.2857142857142857
FEDXA02,M,2.0,14,0.14285714285714285,0.7142857142857143
FEDXA02,M,2.0,15,0.14285714285714285,0.5714285714285714
FEDXA02,M,2.0,16,0.0,1.2857142857142858
FEDXA02,M,2.0,17,0.7142857142857143,0.7142857142857143
FEDXA02,M,2.0,18,0.14285714285714285,0.8571428571428571
FEDXA02,M,2.0,19,0.2857142857142857,0.2857142857142857
FEDXA02,M,2.0,20,0.2857142857142857,0.5714285714285714
FEDXA02,M,2.0,21,0.0,0.42857142857142855
FEDXA02,M,2.0,22,0.2857142857142857,0.2857142857142857
FEDXA02,M,2.0,23,0.0,0.14285714285714285
FEDXA03,M,2.0,0,0.2857142857142857,0.5714285714285714
FEDXA03,M,2.0,1,0.14285714285714285,0.8571428571428571
FEDXA03,M,2.0,2,0.2857142857142857,0.42857142857142855
FEDXA03,M,2.0,3,0.14285714285714285,0.42857142857142855
FEDXA03,M,2.0,4,0.2857142857142857,0.8571428571428571
FEDXA03,M,2.0,5,0.14285714285714285,0.5714285714285714
FEDXA03,M,2.0,6,0.14285714285714285,0.5714285714285714
FEDXA03,M,2.0,7,0.2857142857142857,0.7142857142857143
FEDXA03,M,2.0,8,0.0,0.42857142857142855
FEDXA03,M,2.0,9,0.14285714285714285,0.14285714285714285
FEDXA03,M,2.0,10,0.42857142857142855,0.2857142857142857
FEDXA03,M,2.0,11,0.2857142857142857,0.5714285714285714
FEDXA03,M,2.0,12,0.14285714285714285,0.7142857142857143
FEDXA03,M,2.0,13,0.0,0.8571428571428571
FEDXA03,M,2.0,14,0.42857142857142855,2.0
FEDXA03,M,2.0,15,0.5714285714285714,1.5714285714285714
FEDXA03,M,2.0,16,0.42857142857142855,2.0
FEDXA03,M,2.0,17,0.5714285714285714,2.142857142857143
FEDXA03,M,2.0,18,0.42857142857142855,1.7142857142857142
FEDXA03,M,2.0,19,0.2857142857142857,1.4285714285714286
FEDXA03,M,2.0,20,0.14285714285714285,0.7142857142857143
FEDXA03,M,2.0,21,0.42857142857142855,0.8571428571428571
FEDXA03,M,2.0,22,0.42857142857142855,0.5714285714285714
FEDXA03,M,2.0,23,0.2857142857142857,1.0
FEDXA04,M,2.0,0,0.2857142857142857,0.42857142857142855
FEDXA04,M,2.0,1,0.2857142857142857,0.42857142857142855
FEDXA04,M,2.0,2,0.14285714285714285,0.42857142857142855
FEDXA04,M,2.0,3,0.14285714285714285,0.5714285714285714
FEDXA04,M,2.0,4,0.42857142857142855,0.2857142857142857
FEDXA04,M,2.0,5,0.14285714285714285,0.7142857142857143
FEDXA04,M,2.0,6,0.2857142857142857,0.0
FEDXA04,M,2.0,7,0.14285714285714285,0.5714285714285714
FEDXA04,M,2.0,8,0.42857142857142855,0.42857142857142855
FEDXA04,M,2.0,9,0.42857142857142855,0.14285714285714285
FEDXA04,M,2.0,10,0.14285714285714285,0.42857142857142855
FEDXA04,M,2.0,11,0.2857142857142857,1.0
FEDXA04,M,2.0,12,0.42857142857142855,0.5714285714285714
FEDXA04,M,2.0,13,0.2857142857142857,0.8571428571428571
FEDXA04,M,2.0,14,0.42857142857142855,2.2857142857142856
