order,sex,diet,hour,mean_pellet_intake,sd_pellet_intake,Comparison
1,F,NR,0,0.171428571428571,0.119522860933439,PR
1,F,PR,0,0.314285714285714,0.309706905552554,PR
1,F,NR,1,0.142857142857143,0.174963553055941,NR
1,F,PR,1,0.0857142857142857,0.0782460796435952,NR
1,F,NR,2,0.114285714285714,0.119522860933439,NR
1,F,PR,2,0.0857142857142857,0.191662969499982,NR
1,F,NR,3,0.114285714285714,0.119522860933439,NR
1,F,PR,3,0.0285714285714286,0.063887656499994,NR
1,F,NR,4,0.2,0.216653584115759,NR
1,F,PR,4,0.0571428571428571,0.0782460796435952,NR
1,F,NR,5,0.114285714285714,0.119522860933439,PR
1,F,PR,5,0.171428571428571,0.309706905552554,PR
1,F,NR,6,0.257142857142857,0.15649215928719,NR
1,F,PR,6,0.0571428571428571,0.0782460796435952,NR
1,F,NR,7,0.2,0.216653584115759,NR
1,F,PR,7,0.0285714285714286,0.063887656499994,NR
1,F,NR,8,0.228571428571429,0.278479838423113,NR
1,F,PR,8,0.0571428571428571,0.127775312999988,NR
1,F,NR,9,0.2,0.127775312999988,NR
1,F,PR,9,0.0857142857142857,0.0782460796435952,NR
1,F,NR,10,0.314285714285714,0.186262925862933,NR
1,F,PR,10,0.228571428571429,0.127775312999988,NR
1,F,NR,11,0.542857142857143,0.274791200881019,NR
1,F,PR,11,0.171428571428571,0.119522860933439,NR
1,F,NR,12,0.714285714285714,0.202030508910442,NR
1,F,PR,12,0.514285714285714,0.385978745317323,NR
1,F,NR,13,0.542857142857143,0.556959676846226,NR
1,F,PR,13,0.285714285714286,0.267261241912424,NR
1,F,NR,14,0.942857142857143,0.88409991124376,NR
1,F,PR,14,0.457142857142857,0.396412483586046,NR
1,F,NR,15,0.657142857142857,0.594189552659584,PR
1,F,PR,15,0.771428571428571,0.732621794569033,PR
1,F,NR,16,0.857142857142857,0.662401321106836,NR
1,F,PR,16,0.6,0.538326962326193,NR
1,F,NR,17,0.771428571428571,0.651528814342365,NR
1,F,PR,17,0.657142857142857,0.398978286964827,NR
1,F,NR,18,0.714285714285714,0.677630927178938,NR
1,F,PR,18,0.657142857142857,0.520988072251728,NR
1,F,NR,19,0.542857142857143,0.456249126362037,NR
