"sex","order","diet","term","group1","group2","null.value","estimate","conf.low","conf.high","p.adj","p.adj.signif"
"M","2","NR","hour","7","10",0,-0.0714285714285723,-0.90328859376617,0.760431450909026,1,"ns"
"M","2","NR","hour","7","11",0,0.190476190476189,-0.641383831861409,1.02233621281379,1,"ns"
"M","2","NR","hour","7","12",0,0.0476190476190476,-0.784240974718551,0.879479069956646,1,"ns"
"M","2","NR","hour","7","13",0,0.0476190476190466,-0.784240974718552,0.879479069956645,1,"ns"
"M","2","NR","hour","7","14",0,0.88095238095238,0.0490923586147817,1.71281240328998,0.0251,"*"
"M","2","NR","hour","7","15",0,0.976190476190476,0.144330453852877,1.80805049852807,0.00569,"**"
"M","2","NR","hour","7","16",0,1.14285714285714,0.310997120519545,1.97471716519474,0.000296,"***"
"M","2","NR","hour","7","17",0,0.976190476190474,0.144330453852876,1.80805049852807,0.00569,"**"
"M","2","NR","hour","7","18",0,0.714285714285713,-0.117574308051885,1.54614573662331,0.204,"ns"
"M","2","NR","hour","7","19",0,0.38095238095238,-0.450907641385218,1.21281240328998,0.99,"ns"
"M","2","NR","hour","7","20",0,0.261904761904761,-0.569955260432838,1.09376478424236,1,"ns"
"M","2","NR","hour","7","21",0,0.261904761904761,-0.569955260432838,1.09376478424236,1,"ns"
"M","2","NR","hour","7","22",0,0.214285714285713,-0.617574308051885,1.04614573662331,1,"ns"
"M","2","NR","hour","7","23",0,0.357142857142856,-0.474717165194742,1.18900287948045,0.995,"ns"
"M","2","NR","hour","8","9",0,-0.0714285714285695,-0.903288593766168,0.760431450909029,1,"ns"
"M","2","NR","hour","8","10",0,0.0238095238095252,-0.808050498528073,0.855669546147123,1,"ns"
"M","2","NR","hour","8","11",0,0.285714285714286,-0.546145736623312,1.11757430805188,1,"ns"
"M","2","NR","hour","8","12",0,0.142857142857145,-0.689002879480453,0.974717165194743,1,"ns"
"M","2","NR","hour","8","13",0,0.142857142857144,-0.689002879480454,0.974717165194742,1,"ns"
