"","sex","order","Diet_Phase","mean_total_parameters","sd_total_parameters","count"
"1","F",1,"NR",0.744855874723527,0.725248131358721,5
"2","F",1,"PR",0.924509685305902,0.7145644278143,5
"3","F",2,"NR",0.516954390255986,0.167469157080332,6
"4","F",2,"PR",1.32374865086887,0.252236202462617,6
"5","M",1,"NR",0.563033103851469,0.283153063303468,6
"6","M",1,"PR",0.741927636689476,0.411497608646346,6
"7","M",2,"NR",0.550817327507537,0.0840750624975462,6
"8","M",2,"PR",1.31030439883836,0.307517825176823,6
