"","diff","lwr","upr","p adj","Group1","Group2"
"M.1.NR-F.1.NR",-0.181822770872058,-0.97592625659071,0.612280714846593,0.995316622456924,"M.1.NR-F.1.NR",""
"F.2.NR-F.1.NR",-0.227901484467541,-1.02200497018619,0.56620200125111,0.982182107711659,"F.2.NR-F.1.NR",""
"M.2.NR-F.1.NR",-0.19403854721599,-0.988142032934642,0.600064938502661,0.993049491620846,"M.2.NR-F.1.NR",""
"F.1.PR-F.1.NR",0.179653810582375,-0.649760229698536,1.00906785086329,0.996674900672393,"F.1.PR-F.1.NR",""
"M.1.PR-F.1.NR",-0.00292823803405085,-0.797031723752702,0.7911752476846,1,"M.1.PR-F.1.NR",""
"F.2.PR-F.1.NR",0.578892776145348,-0.215210709573303,1.372996261864,0.301190275171133,"F.2.PR-F.1.NR",""
"M.2.PR-F.1.NR",0.565448524114829,-0.228654961603822,1.35955200983348,0.329163150923009,"M.2.PR-F.1.NR",""
"F.2.NR-M.1.NR",-0.0460787135954824,-0.803226679217738,0.711069252026773,0.999999333401674,"F.2.NR-M.1.NR",""
"M.2.NR-M.1.NR",-0.0122157763439319,-0.769363741966187,0.744932189278324,0.999999999936774,"M.2.NR-M.1.NR",""
"F.1.PR-M.1.NR",0.361476581454434,-0.432626904264218,1.15558006717308,0.823478651873998,"F.1.PR-M.1.NR",""
"M.1.PR-M.1.NR",0.178894532838008,-0.578253432784248,0.936042498460263,0.994327131375424,"M.1.PR-M.1.NR",""
"F.2.PR-M.1.NR",0.760715547017406,0.0035675813951509,1.51786351263966,0.0482116470108817,"F.2.PR-M.1.NR",""
"M.2.PR-M.1.NR",0.747271294986887,-0.00987667063536801,1.50441926060914,0.0552617474755916,"M.2.PR-M.1.NR",""
"M.2.NR-F.2.NR",0.0338629372515505,-0.723285028370705,0.791010902873806,0.999999921661556,"M.2.NR-F.2.NR",""
"F.1.PR-F.2.NR",0.407555295049916,-0.386548190668735,1.20165878076857,0.720670604828392,"F.1.PR-F.2.NR",""
"M.1.PR-F.2.NR",0.22497324643349,-0.532174719188765,0.982121212055746,0.978332677538876,"M.1.PR-F.2.NR",""
"F.2.PR-F.2.NR",0.806794260612889,0.0496462949906333,1.56394222623514,0.0297409481355257,"F.2.PR-F.2.NR",""
"M.2.PR-F.2.NR",0.79335000858237,0.0362020429601144,1.55049797420463,0.0343229488606891,"M.2.PR-F.2.NR",""
"F.1.PR-M.2.NR",0.373692357798365,-0.420411127920286,1.16779584351702,0.798183412199822,"F.1.PR-M.2.NR",""
"M.1.PR-M.2.NR",0.191110309181939,-0.566037656440316,0.948258274804195,0.991559998797576,"M.1.PR-M.2.NR",""
"F.2.PR-M.2.NR",0.772931323361338,0.0157833577390828,1.53007928898359,0.0425120187736379,"F.2.PR-M.2.NR",""
"M.2.PR-M.2.NR",0.759487071330819,0.00233910570856388,1.51663503695307,0.0488209271944715,"M.2.PR-M.2.NR",""
"M.1.PR-F.1.PR",-0.182582048616426,-0.976685534335077,0.611521437102225,0.995195576344307,"M.1.PR-F.1.PR",""
"F.2.PR-F.1.PR",0.399238965562973,-0.394864520155678,1.19334245128162,0.74058140220237,"F.2.PR-F.1.PR",""
"M.2.PR-F.1.PR",0.385794713532454,-0.408308772186197,1.17989819925111,0.771626527581095,"M.2.PR-F.1.PR",""
"F.2.PR-M.1.PR",0.581821014179399,-0.175326951442857,1.33896897980165,0.241944882912308,"F.2.PR-M.1.PR",""
"M.2.PR-M.1.PR",0.56837676214888,-0.188771203473376,1.32552472777114,0.26756249346951,"M.2.PR-M.1.PR",""
"M.2.PR-F.2.PR",-0.0134442520305189,-0.770592217652774,0.743703713591737,0.99999999987638,"M.2.PR-F.2.PR",""
