"Factor","Sum.Sq","Df","F.value","Pr..F."
"order",11819.5469280212,1,7.16197001462924,0.0105729896436552
"Diet_Phase",0.00241545893368311,1,1.46363008328129e-06,0.999040443007527
"order:Diet_Phase",2340.08639662019,1,1.41795863295764,0.240426344821722
"Residuals",69313.4668202862,42,NA,NA
