"sex","order","diet","term","group1","group2","null.value","estimate","conf.low","conf.high","p.adj","p.adj.signif"
"F","1","NR","hour","14","19",0,-1.4,-3.87827080106786,1.07827080106787,0.898,"ns"
"F","1","NR","hour","14","20",0,-1.91428571428571,-4.39255651535358,0.563985086782152,0.385,"ns"
"F","1","NR","hour","14","21",0,-1.6,-4.07827080106786,0.878270801067865,0.731,"ns"
"F","1","NR","hour","14","22",0,-1.6,-4.07827080106786,0.878270801067865,0.731,"ns"
"F","1","NR","hour","14","23",0,-1.22857142857143,-3.70684222963929,1.24969937249644,0.971,"ns"
"F","1","NR","hour","15","16",0,-0.285714285714285,-2.76398508678215,2.19255651535358,1,"ns"
"F","1","NR","hour","15","17",0,-0.342857142857143,-2.82112794392501,2.13541365821072,1,"ns"
"F","1","NR","hour","15","18",0,-0.942857142857143,-3.42112794392501,1.53541365821072,0.999,"ns"
"F","1","NR","hour","15","19",0,-1.02857142857143,-3.50684222963929,1.44969937249644,0.997,"ns"
"F","1","NR","hour","15","20",0,-1.54285714285714,-4.02112794392501,0.935413658210722,0.787,"ns"
"F","1","NR","hour","15","21",0,-1.22857142857143,-3.70684222963929,1.24969937249644,0.971,"ns"
"F","1","NR","hour","15","22",0,-1.22857142857143,-3.70684222963929,1.24969937249644,0.971,"ns"
"F","1","NR","hour","15","23",0,-0.857142857142857,-3.33541365821072,1.62112794392501,1,"ns"
"F","1","NR","hour","16","17",0,-0.0571428571428576,-2.53541365821072,2.42112794392501,1,"ns"
"F","1","NR","hour","16","18",0,-0.657142857142857,-3.13541365821072,1.82112794392501,1,"ns"
"F","1","NR","hour","16","19",0,-0.742857142857143,-3.22112794392501,1.73541365821072,1,"ns"
"F","1","NR","hour","16","20",0,-1.25714285714286,-3.73541365821072,1.22112794392501,0.963,"ns"
"F","1","NR","hour","16","21",0,-0.942857142857143,-3.42112794392501,1.53541365821072,0.999,"ns"
"F","1","NR","hour","16","22",0,-0.942857142857143,-3.42112794392501,1.53541365821072,0.999,"ns"
"F","1","NR","hour","16","23",0,-0.571428571428572,-3.04969937249644,1.90684222963929,1,"ns"
"F","1","NR","hour","17","18",0,-0.6,-3.07827080106786,1.87827080106787,1,"ns"
"F","1","NR","hour","17","19",0,-0.685714285714286,-3.16398508678215,1.79255651535358,1,"ns"
"F","1","NR","hour","17","20",0,-1.2,-3.67827080106786,1.27827080106787,0.977,"ns"
"F","1","NR","hour","17","21",0,-0.885714285714285,-3.36398508678215,1.59255651535358,1,"ns"
"F","1","NR","hour","17","22",0,-0.885714285714285,-3.36398508678215,1.59255651535358,1,"ns"
"F","1","NR","hour","17","23",0,-0.514285714285714,-2.99255651535358,1.96398508678215,1,"ns"
"F","1","NR","hour","18","19",0,-0.085714285714286,-2.56398508678215,2.39255651535358,1,"ns"
"F","1","NR","hour","18","20",0,-0.6,-3.07827080106786,1.87827080106787,1,"ns"
"F","1","NR","hour","18","21",0,-0.285714285714286,-2.76398508678215,2.19255651535358,1,"ns"
"F","1","NR","hour","18","22",0,-0.285714285714286,-2.76398508678215,2.19255651535358,1,"ns"
"F","1","NR","hour","18","23",0,0.0857142857142854,-2.39255651535358,2.56398508678215,1,"ns"
"F","1","NR","hour","19","20",0,-0.514285714285714,-2.99255651535358,1.96398508678215,1,"ns"
"F","1","NR","hour","19","21",0,-0.2,-2.67827080106786,2.27827080106786,1,"ns"
"F","1","NR","hour","19","22",0,-0.2,-2.67827080106786,2.27827080106786,1,"ns"
"F","1","NR","hour","19","23",0,0.171428571428571,-2.30684222963929,2.64969937249644,1,"ns"
"F","1","NR","hour","20","21",0,0.314285714285714,-2.16398508678215,2.79255651535358,1,"ns"
"F","1","NR","hour","20","22",0,0.314285714285714,-2.16398508678215,2.79255651535358,1,"ns"
"F","1","NR","hour","20","23",0,0.685714285714285,-1.79255651535358,3.16398508678215,1,"ns"
"F","1","NR","hour","21","22",0,1.66533453693773e-16,-2.47827080106786,2.47827080106786,1,"ns"
"F","1","NR","hour","21","23",0,0.371428571428571,-2.10684222963929,2.84969937249644,1,"ns"
