order,sex,diet,hour,mean_pellet_intake,sd_pellet_intake,Comparison
1,M,NR,16,1.21428571428571,0.911379309013519,NR
1,M,PR,16,0.952380952380952,0.841120082507414,NR
1,M,NR,17,0.785714285714286,0.335029697130245,PR
1,M,PR,17,1.0,0.564240504518043,PR
1,M,NR,18,1.0,0.571428571428571,PR
1,M,PR,18,1.19047619047619,0.732157375001241,PR
1,M,NR,19,0.5,0.401527694930149,PR
1,M,PR,19,0.761904761904762,0.379760038807179,PR
1,M,NR,20,0.380952380952381,0.173008591662714,NR
1,M,PR,20,0.214285714285714,0.196914982172717,NR
1,M,NR,21,0.30952380952381,0.291605921759902,NR
1,M,PR,21,0.285714285714286,0.221313334068995,NR
1,M,NR,22,0.261904761904762,0.107538950387012,PR
1,M,PR,22,0.333333333333333,0.233284737407922,PR
1,M,NR,23,0.619047619047619,0.295084445425327,PR
1,M,PR,23,1.07142857142857,0.611121418177355,PR
2,F,NR,0,0.595238095238095,0.377063483711031,PR
2,F,PR,0,1.5,0.680635957118377,PR
2,F,NR,1,0.142857142857143,0.127775312999988,PR
2,F,PR,1,0.380952380952381,0.483749527588583,PR
2,F,NR,2,0.452380952380952,0.398124856496733,PR
2,F,PR,2,1.5952380952381,0.608891040597353,PR
2,F,NR,3,0.571428571428571,0.393829964345435,PR
2,F,PR,3,0.80952380952381,0.500340020440522,PR
2,F,NR,4,0.476190476190476,0.368855556781659,PR
2,F,PR,4,0.857142857142857,0.503051910333115,PR
2,F,NR,5,0.30952380952381,0.343055498177674,PR
2,F,PR,5,0.428571428571429,0.221313334068995,PR
2,F,NR,6,0.238095238095238,0.233284737407922,PR
2,F,PR,6,0.30952380952381,0.167006456350002,PR
2,F,NR,7,0.0714285714285714,0.0782460796435952,PR
2,F,PR,7,0.214285714285714,0.174963553055941,PR
2,F,NR,8,0.428571428571429,0.393829964345435,NR
2,F,PR,8,0.261904761904762,0.167006456350002,NR
2,F,NR,9,0.19047619047619,0.147542222712663,PR
2,F,PR,9,0.333333333333333,0.215077900774023,PR
2,F,NR,10,0.166666666666667,0.107538950387012,PR
2,F,PR,10,0.404761904761905,0.210280020626853,PR
2,F,NR,11,0.119047619047619,0.167006456350002,PR
2,F,PR,11,0.476190476190476,0.215077900774023,PR
2,F,NR,12,0.404761904761905,0.246057346338358,PR
2,F,PR,12,1.04761904761905,0.492114692676717,PR
2,F,NR,13,1.64285714285714,0.841524370001322,PR
2,F,PR,13,3.21428571428571,0.99693407556388,PR
2,F,NR,14,1.16666666666667,0.647864099295881,PR
2,F,PR,14,3.28571428571429,1.55969646445214,PR
2,F,NR,15,0.928571428571429,0.562429133857987,PR
2,F,PR,15,3.07142857142857,1.4134918406816,PR
2,F,NR,16,0.785714285714286,0.624336382383205,PR
2,F,PR,16,2.5952380952381,0.918813194874143,PR
2,F,NR,17,0.595238095238095,0.305282293806183,PR
2,F,PR,17,1.92857142857143,0.65621051873462,PR
2,F,NR,18,0.69047619047619,0.567246602002157,PR
2,F,PR,18,2.35714285714286,0.879471084092651,PR
2,F,NR,19,0.285714285714286,0.202030508910442,PR
2,F,PR,19,1.45238095238095,0.635138851389378,PR
2,F,NR,20,0.214285714285714,0.119522860933439,PR
2,F,PR,20,0.833333333333333,0.708068177662072,PR
2,F,NR,21,0.357142857142857,0.174963553055941,PR
2,F,PR,21,0.857142857142857,0.625968637148761,PR
2,F,NR,22,0.5,0.421368034392932,PR
2,F,PR,22,1.57142857142857,0.606091526731326,PR
2,F,NR,23,0.833333333333333,0.343055498177674,PR
2,F,PR,23,1.4047619047619,0.595333325715504,PR
2,M,NR,0,0.619047619047619,0.265985524643218,PR
2,M,PR,0,1.35714285714286,0.532610053780207,PR
2,M,NR,1,0.30952380952381,0.277255745295422,PR
2,M,PR,1,1.33333333333333,0.610564587612366,PR
2,M,NR,2,0.69047619047619,0.398124856496733,PR
2,M,PR,2,0.904761904761905,0.250170010220261,PR
2,M,NR,3,0.785714285714286,0.770634511957782,PR
2,M,PR,3,0.80952380952381,0.215077900774023,PR
2,M,NR,4,0.214285714285714,0.0782460796435952,PR
2,M,PR,4,0.452380952380952,0.246057346338358,PR
2,M,NR,5,0.285714285714286,0.221313334068995,PR
2,M,PR,5,0.380952380952381,0.215077900774023,PR
2,M,NR,6,0.166666666666667,0.107538950387012,PR
2,M,PR,6,0.19047619047619,0.116642368703961,PR
2,M,NR,7,0.19047619047619,0.346017183325428,PR
2,M,PR,7,0.333333333333333,0.215077900774023,PR
2,M,NR,8,0.0476190476190476,0.0737711113563317,PR
2,M,PR,8,0.214285714285714,0.149829835452879,PR
2,M,NR,9,0.119047619047619,0.228868854108532,PR
2,M,PR,9,0.357142857142857,0.449489506358636,PR
2,M,NR,10,0.0714285714285714,0.119522860933439,PR
2,M,PR,10,0.30952380952381,0.228868854108532,PR
2,M,NR,11,0.166666666666667,0.228868854108532,PR
2,M,PR,11,0.547619047619048,0.354753914898841,PR
2,M,NR,12,0.19047619047619,0.147542222712663,PR
2,M,PR,12,1.0952380952381,0.116642368703961,PR
2,M,NR,13,1.9047619047619,0.420560041253707,PR
2,M,PR,13,4.04761904761905,0.933138949631687,PR
2,M,NR,14,1.4047619047619,0.887172378927553,PR
2,M,PR,14,3.5952380952381,0.481635535561535,PR
2,M,NR,15,1.64285714285714,0.770634511957782,PR
2,M,PR,15,3.0952380952381,0.946170225296746,PR
2,M,NR,16,1.0,0.663940002206986,PR
2,M,PR,16,2.30952380952381,1.1335934075344,PR
2,M,NR,17,0.761904761904762,0.448732151976752,PR
2,M,PR,17,2.52380952380952,0.748695009791754,PR
2,M,NR,18,0.595238095238095,0.107538950387012,PR
2,M,PR,18,1.95238095238095,1.12727472220383,PR
2,M,NR,19,0.285714285714286,0.221313334068995,PR
2,M,PR,19,1.19047619047619,0.439542124160546,PR
2,M,NR,20,0.404761904761905,0.377063483711031,PR
2,M,PR,20,0.833333333333333,0.537694751935058,PR
2,M,NR,21,0.214285714285714,0.174963553055941,PR
2,M,PR,21,0.904761904761905,1.06777153662278,PR
2,M,NR,22,0.30952380952381,0.277255745295422,PR
2,M,PR,22,0.880952380952381,0.588437340250736,PR
2,M,NR,23,0.547619047619048,0.318371707627558,PR
2,M,PR,23,1.5952380952381,0.927655225656103,PR
