"contrast","estimate","SE","df","t.ratio","p.value","Sex"
"PR0 Order2 SexF - NR0 Order1 SexF",-2.10333333333333,1.1082836193751,19,-1.89782948747297,0.438114516244282,"F"
"PR1 Order2 SexF - NR1 Order1 SexF",-2.08095238095238,1.12989126674092,19,-1.84172799826546,0.438114516244282,"F"
"PR2 Order2 SexF - NR2 Order1 SexF",-0.482034632034631,0.771297046197759,19,-0.62496626223438,1,"F"
"PR3 Order2 SexF - NR3 Order1 SexF",-1.14267676767677,1.22301428386533,19,-0.934311874155179,1,"F"
"PR4 Order2 SexF - NR4 Order1 SexF",-0.500627281215521,0.509901611108694,19,-0.981811530516628,1,"F"
"PR5 Order2 SexF - NR5 Order1 SexF",0.218888888888887,0.418911326018568,19,0.522518431213733,1,"F"
"PR6 Order2 SexF - NR6 Order1 SexF",-2.26289682539682,0.688070983069985,19,-3.28875491203015,0.0270334882738855,"F"
