MM:DD:YYYY hh:mm:ss,Temp,Humidity,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
4/17/2023 11:18:20,21.92,69.53,1.16.3,FR1,2,3.93,nan,1,Right,Left,0,1,0,0,nan,nan,12.59
4/17/2023 11:25:38,22.01,69.65,1.16.3,FR1,2,3.93,nan,1,Right,Left,0,2,0,0,nan,nan,0.00
4/17/2023 11:26:38,22.00,69.30,1.16.3,FR1,2,3.93,nan,1,Left,Left,1,2,0,0,nan,nan,0.25
4/17/2023 11:27:18,22.01,69.31,1.16.3,FR1,2,3.93,2,1,Pellet,Left,1,2,1,0,36.76,nan,nan
4/17/2023 11:38:15,22.08,68.38,1.16.3,FR1,2,3.93,nan,1,Right,Left,1,3,1,0,nan,nan,0.10
4/17/2023 11:43:33,22.13,68.19,1.16.3,FR1,2,3.93,nan,1,Right,Left,1,4,1,0,nan,nan,0.18
4/17/2023 12:04:10,22.15,67.72,1.16.3,FR1,2,3.93,nan,1,Left,Left,2,4,1,0,nan,nan,0.18
4/17/2023 12:04:17,22.16,67.69,1.16.3,FR1,2,3.93,2,1,Pellet,Left,2,4,2,0,4.29,2219,nan
4/17/2023 12:04:28,22.14,67.71,1.16.3,FR1,2,3.93,nan,1,Left,Left,3,4,2,0,nan,nan,0.07
4/17/2023 12:05:28,22.13,67.83,1.16.3,FR1,2,3.93,3,1,Pellet,Left,3,4,3,0,57.14,71,nan
4/17/2023 12:14:30,22.15,67.41,1.16.3,FR1,2,3.92,nan,1,Left,Left,4,4,3,0,nan,nan,0.21
4/17/2023 12:14:31,22.16,67.42,1.16.3,FR1,2,3.93,nan,1,LeftDuringDispense,Left,5,4,3,0,nan,nan,0.31
4/17/2023 12:14:35,22.15,67.42,1.16.3,FR1,2,3.93,3,1,Pellet,Left,5,4,4,0,0.47,547,nan
4/17/2023 12:51:33,22.09,67.44,1.16.3,FR1,2,3.93,nan,1,Left,Left,6,4,4,0,nan,nan,0.06
4/17/2023 12:51:33,22.10,67.46,1.16.3,FR1,2,3.93,nan,1,LeftDuringDispense,Left,7,4,4,0,nan,nan,0.04
4/17/2023 12:51:37,22.09,67.44,1.16.3,FR1,2,3.93,3,1,Pellet,Left,7,4,5,0,1.02,2222,nan
4/17/2023 12:52:01,22.09,67.51,1.16.3,FR1,2,3.93,nan,1,Left,Left,8,4,5,0,nan,nan,0.00
4/17/2023 12:52:03,22.08,67.51,1.16.3,FR1,2,3.93,2,1,Pellet,Left,8,4,6,0,1.22,26,nan
4/17/2023 12:52:17,22.07,67.53,1.16.3,FR1,2,3.93,nan,1,Left,Left,9,4,6,0,nan,nan,0.04
4/17/2023 12:52:21,22.09,67.55,1.16.3,FR1,2,3.93,2,1,Pellet,Left,9,4,7,0,1.29,18,nan
4/17/2023 13:19:41,22.04,67.20,1.16.3,FR1,2,3.93,nan,1,Right,Left,9,5,7,0,nan,nan,0.16
