MM:DD:YYYY hh:mm:ss,Temp,Humidity,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
4/21/2023 11:39:00,22.14,67.29,1.16.3,ClosedEcon_PR1,2,4.11,nan,1,Right,Left,0,1,0,0,nan,nan,17.79
4/21/2023 11:44:01,22.23,66.48,1.16.3,ClosedEcon_PR1,2,4.11,nan,1,Right,Left,0,2,0,0,nan,nan,0.05
4/21/2023 11:44:03,22.25,66.49,1.16.3,ClosedEcon_PR1,2,4.10,nan,1,Right,Left,0,3,0,0,nan,nan,0.19
4/21/2023 11:47:17,22.27,66.35,1.16.3,ClosedEcon_PR1,2,4.10,nan,1,Right,Left,0,4,0,0,nan,nan,0.16
4/21/2023 11:47:18,22.27,66.35,1.16.3,ClosedEcon_PR1,2,4.11,nan,1,Right,Left,0,5,0,0,nan,nan,0.21
4/21/2023 11:47:41,22.28,66.35,1.16.3,ClosedEcon_PR1,2,4.11,nan,1,Left,Left,1,5,0,0,nan,nan,0.23
4/21/2023 11:47:42,22.28,66.35,1.16.3,ClosedEcon_PR1,2,4.11,nan,1,LeftDuringDispense,Left,2,5,0,1,nan,nan,0.14
4/21/2023 11:54:45,22.35,66.32,1.16.3,ClosedEcon_PR1,2,4.11,nan,1,LeftWithPellet,Left,3,5,0,1,nan,nan,0.05
4/21/2023 11:55:18,22.36,66.30,1.16.3,ClosedEcon_PR1,2,4.11,nan,1,RightWithPellet,Left,3,6,0,1,nan,nan,0.11
4/21/2023 11:55:26,22.35,66.30,1.16.3,ClosedEcon_PR1,2,4.10,nan,1,LeftWithPellet,Left,4,6,0,1,nan,nan,0.28
4/21/2023 11:55:35,22.36,66.36,1.16.3,ClosedEcon_PR1,2,4.10,nan,1,RightWithPellet,Left,4,7,0,1,nan,nan,0.31
4/21/2023 11:55:36,22.37,66.35,1.16.3,ClosedEcon_PR1,2,4.11,nan,1,RightWithPellet,Left,4,8,0,1,nan,nan,0.19
4/21/2023 11:55:40,22.36,66.34,1.16.3,ClosedEcon_PR1,2,4.11,nan,1,LeftWithPellet,Left,5,8,0,1,nan,nan,0.00
4/21/2023 12:03:40,22.39,66.25,1.16.3,ClosedEcon_PR1,2,4.10,nan,1,RightWithPellet,Left,5,9,0,1,nan,nan,0.08
4/21/2023 12:11:52,22.39,66.16,1.16.3,ClosedEcon_PR1,2,4.10,3,1,Pellet,Left,5,9,1,1,Timed_out,nan,nan
4/21/2023 12:14:03,22.41,66.24,1.16.3,ClosedEcon_PR1,2,4.10,nan,3,Left,Left,6,9,1,1,nan,nan,0.45
4/21/2023 12:14:14,22.42,66.29,1.16.3,ClosedEcon_PR1,2,4.11,nan,3,Left,Left,7,9,1,1,nan,nan,0.05
4/21/2023 12:14:30,22.42,66.34,1.16.3,ClosedEcon_PR1,2,4.10,nan,3,Left,Left,8,9,1,1,nan,nan,0.10
4/21/2023 12:14:32,22.41,66.33,1.16.3,ClosedEcon_PR1,2,4.11,1,3,Pellet,Left,8,9,2,2,1.18,160,nan
4/21/2023 12:31:38,22.41,65.89,1.16.3,ClosedEcon_PR1,2,4.11,nan,5,Right,Left,8,10,2,2,nan,nan,0.54
4/21/2023 12:31:45,22.39,65.91,1.16.3,ClosedEcon_PR1,2,4.11,nan,5,Right,Left,8,11,2,2,nan,nan,0.28
4/21/2023 12:31:46,22.41,65.90,1.16.3,ClosedEcon_PR1,2,4.11,nan,5,Right,Left,8,12,2,2,nan,nan,0.17
