MM:DD:YYYY hh:mm:ss,Temp,Humidity,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
4/17/2023 11:18:10,21.88,68.21,1.16.3,FR1,1,3.94,nan,1,Right,Left,0,1,0,0,nan,nan,12.78
4/17/2023 11:19:11,21.92,67.86,1.16.3,FR1,1,3.94,nan,1,Left,Left,1,1,0,0,nan,nan,0.25
4/17/2023 11:21:57,22.10,67.34,1.16.3,FR1,1,3.94,3,1,Pellet,Left,1,1,1,0,Timed_out,nan,nan
4/17/2023 11:22:49,22.13,67.23,1.16.3,FR1,1,3.94,nan,1,Left,Left,2,1,1,0,nan,nan,0.17
4/17/2023 11:24:01,22.19,67.07,1.16.3,FR1,1,3.94,nan,1,RightWithPellet,Left,2,2,1,0,nan,nan,0.17
4/17/2023 11:25:34,22.22,66.82,1.16.3,FR1,1,3.94,nan,1,LeftWithPellet,Left,3,2,1,0,nan,nan,0.05
4/17/2023 11:25:35,22.22,66.80,1.16.3,FR1,1,3.94,2,1,Pellet,Left,3,2,2,0,Timed_out,218,nan
4/17/2023 11:29:58,22.20,66.70,1.16.3,FR1,1,3.94,nan,1,Left,Left,4,2,2,0,nan,nan,0.10
4/17/2023 11:30:33,22.22,66.77,1.16.3,FR1,1,3.94,2,1,Pellet,Left,4,2,3,0,33.74,298,nan
4/17/2023 11:36:01,22.21,66.79,1.16.3,FR1,1,3.94,nan,1,Left,Left,5,2,3,0,nan,nan,0.22
4/17/2023 11:36:03,22.22,66.81,1.16.3,FR1,1,3.94,2,1,Pellet,Left,5,2,4,0,0.27,329,nan
4/17/2023 11:43:45,22.20,66.95,1.16.3,FR1,1,3.94,nan,1,Left,Left,6,2,4,0,nan,nan,0.08
4/17/2023 11:43:47,22.21,66.94,1.16.3,FR1,1,3.94,1,1,Pellet,Left,6,2,5,0,0.74,465,nan
4/17/2023 11:48:52,22.20,66.80,1.16.3,FR1,1,3.94,nan,1,Left,Left,7,2,5,0,nan,nan,0.05
4/17/2023 11:48:53,22.21,66.76,1.16.3,FR1,1,3.94,1,1,Pellet,Left,7,2,6,0,0.40,306,nan
4/17/2023 11:49:05,22.21,66.79,1.16.3,FR1,1,3.94,nan,1,Left,Left,8,2,6,0,nan,nan,0.07
4/17/2023 11:49:07,22.20,66.80,1.16.3,FR1,1,3.94,1,1,Pellet,Left,8,2,7,0,0.68,14,nan
