MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
5/3/2022 11:11:04,1.12.0,Free_feed,9,3.83,3,0,Pellet,Left,0,0,1,0,Timed_out,nan,nan
5/3/2022 11:11:54,1.12.0,Free_feed,9,3.83,1,0,Pellet,Left,0,0,2,0,43.40,50,nan
5/3/2022 11:12:41,1.12.0,Free_feed,9,3.82,1,0,Pellet,Left,0,0,3,0,41.17,47,nan
5/3/2022 11:12:58,1.12.0,Free_feed,9,3.82,2,0,Pellet,Left,0,0,4,0,10.02,17,nan
5/3/2022 11:19:37,1.12.0,Free_feed,9,3.83,nan,0,LeftWithPellet,Left,1,0,4,0,nan,nan,0.03
5/3/2022 12:45:54,1.12.0,Free_feed,9,3.82,1,0,Pellet,Left,1,0,5,0,Timed_out,5576,nan
5/3/2022 12:46:13,1.12.0,Free_feed,9,3.82,1,0,Pellet,Left,1,0,6,0,12.08,19,nan
5/3/2022 12:53:43,1.12.0,Free_feed,9,3.83,2,0,Pellet,Left,1,0,7,0,Timed_out,450,nan
5/3/2022 12:53:53,1.12.0,Free_feed,9,3.82,1,0,Pellet,Left,1,0,8,0,3.74,10,nan
5/3/2022 13:40:09,1.12.0,Free_feed,9,3.82,1,0,Pellet,Left,1,0,9,0,Timed_out,2776,nan
5/3/2022 13:40:26,1.12.0,Free_feed,9,3.82,1,0,Pellet,Left,1,0,10,0,10.16,17,nan
5/3/2022 15:15:52,1.12.0,Free_feed,9,3.82,1,0,Pellet,Left,1,0,11,0,Timed_out,5725,nan
5/3/2022 15:16:06,1.12.0,Free_feed,9,3.82,1,0,Pellet,Left,1,0,12,0,7.50,15,nan
5/3/2022 15:16:23,1.12.0,Free_feed,9,3.82,1,0,Pellet,Left,1,0,13,0,10.44,17,nan
5/3/2022 15:16:39,1.12.0,Free_feed,9,3.82,2,0,Pellet,Left,1,0,14,0,8.05,16,nan
5/3/2022 15:16:51,1.12.0,Free_feed,9,3.82,1,0,Pellet,Left,1,0,15,0,4.84,12,nan
5/3/2022 17:30:46,1.12.0,Free_feed,9,3.82,2,0,Pellet,Left,1,0,16,0,Timed_out,8035,nan
5/3/2022 17:31:02,1.12.0,Free_feed,9,3.82,1,0,Pellet,Left,1,0,17,0,9.61,16,nan
5/3/2022 17:31:20,1.12.0,Free_feed,9,3.82,1,0,Pellet,Left,1,0,18,0,10.91,18,nan
5/3/2022 18:26:36,1.12.0,Free_feed,9,3.82,1,0,Pellet,Left,1,0,19,0,Timed_out,3316,nan
5/3/2022 18:26:47,1.12.0,Free_feed,9,3.81,1,0,Pellet,Left,1,0,20,0,4.43,11,nan
5/3/2022 18:27:07,1.12.0,Free_feed,9,3.81,1,0,Pellet,Left,1,0,21,0,13.79,20,nan
5/3/2022 18:27:23,1.12.0,Free_feed,9,3.82,1,0,Pellet,Left,1,0,22,0,9.75,16,nan
5/3/2022 18:59:28,1.12.0,Free_feed,9,3.82,2,0,Pellet,Left,1,0,23,0,Timed_out,1925,nan
5/3/2022 18:59:39,1.12.0,Free_feed,9,3.82,1,0,Pellet,Left,1,0,24,0,4.36,11,nan
5/3/2022 18:59:54,1.12.0,Free_feed,9,3.81,2,0,Pellet,Left,1,0,25,0,6.89,15,nan
5/3/2022 19:33:57,1.12.0,Free_feed,9,3.82,1,0,Pellet,Left,1,0,26,0,Timed_out,2043,nan
5/3/2022 19:34:09,1.12.0,Free_feed,9,3.82,1,0,Pellet,Left,1,0,27,0,4.91,12,nan
5/3/2022 19:34:26,1.12.0,Free_feed,9,3.81,1,0,Pellet,Left,1,0,28,0,9.96,17,nan
5/3/2022 19:54:03,1.12.0,Free_feed,9,3.81,1,0,Pellet,Left,1,0,29,0,Timed_out,1177,nan
5/3/2022 20:01:06,1.12.0,Free_feed,9,3.81,1,0,Pellet,Left,1,0,30,0,Timed_out,423,nan
5/3/2022 20:01:22,1.12.0,Free_feed,9,3.81,1,0,Pellet,Left,1,0,31,0,9.75,16,nan
5/3/2022 20:14:47,1.12.0,Free_feed,9,3.81,1,0,Pellet,Left,1,0,32,0,Timed_out,805,nan
5/3/2022 20:14:55,1.12.0,Free_feed,9,3.81,1,0,Pellet,Left,1,0,33,0,1.22,8,nan
5/3/2022 20:27:02,1.12.0,Free_feed,9,3.81,1,0,Pellet,Left,1,0,34,0,Timed_out,727,nan
5/3/2022 20:27:14,1.12.0,Free_feed,9,3.80,1,0,Pellet,Left,1,0,35,0,5.45,12,nan
5/3/2022 20:42:33,1.12.0,Free_feed,9,3.81,1,0,Pellet,Left,1,0,36,0,Timed_out,919,nan
5/3/2022 20:42:42,1.12.0,Free_feed,9,3.81,1,0,Pellet,Left,1,0,37,0,2.18,9,nan
5/3/2022 20:42:57,1.12.0,Free_feed,9,3.80,1,0,Pellet,Left,1,0,38,0,7.98,15,nan
5/3/2022 20:51:46,1.12.0,Free_feed,9,3.81,1,0,Pellet,Left,1,0,39,0,Timed_out,529,nan
5/3/2022 20:51:57,1.12.0,Free_feed,9,3.81,1,0,Pellet,Left,1,0,40,0,9.35,11,nan
5/3/2022 20:52:09,1.12.0,Free_feed,9,3.81,1,0,Pellet,Left,1,0,41,0,4.63,11,nan
5/3/2022 20:52:09,1.12.0,Free_feed,9,3.81,1,0,Pellet,Left,1,0,42,0,0.13,1,nan
5/3/2022 20:57:29,1.12.0,Free_feed,9,3.81,nan,0,RightWithPellet,Left,1,1,42,0,nan,nan,0.05
5/3/2022 21:05:43,1.12.0,Free_feed,9,3.81,1,0,Pellet,Left,1,1,43,0,Timed_out,814,nan
5/3/2022 21:05:52,1.12.0,Free_feed,9,3.80,1,0,Pellet,Left,1,1,44,0,8.59,9,nan
5/3/2022 21:06:06,1.12.0,Free_feed,9,3.80,2,0,Pellet,Left,1,1,45,0,4.63,14,nan
5/3/2022 21:19:28,1.12.0,Free_feed,9,3.80,1,0,Pellet,Left,1,1,46,0,Timed_out,802,nan
5/3/2022 21:19:38,1.12.0,Free_feed,9,3.80,1,0,Pellet,Left,1,1,47,0,8.18,10,nan
5/3/2022 21:19:48,1.12.0,Free_feed,9,3.81,2,0,Pellet,Left,1,1,48,0,1.01,10,nan
