"","Order","Diet_Phase","mean_total_parameters","sd_total_parameters","count"
"1",1,"NR",1.36244313342391,0.414932651493565,11
"2",1,"PR",1.63823904602477,0.564381512010837,11
"3",2,"NR",1.43105195222936,0.469703160648359,12
"4",2,"PR",2.00767891331315,0.306872143587403,12
