"","num Df","den Df","MSE","F","ges","Pr(>F)"
"Order",1,21,2.2455816206572,1.90189414414586,0.0477939207031415,0.182378756085125
"time_phase",5.1526623474083,108.205909295574,0.350551994312757,10.3895552872001,0.180697412517618,2.65521527665032e-08
"Order:time_phase",5.1526623474083,108.205909295574,0.350551994312757,2.59784906730223,0.0522650603288635,0.0279497057178807
