"1.PR","2.PR","1.NR","Comparison"
0.952243881712545,NA,NA,"2.PR"
0.952243881712545,0.865666153667698,NA,"1.NR"
0.131522161974972,0.451277570220532,0.0662928593138793,"2.NR"
