"","num Df","den Df","MSE","F","ges","Pr(>F)"
"Sex",1,19,3.5467290539138,2.32803482300433,0.0133751517795091,0.143536639083749
"Order",1,19,3.5467290539138,6.02728271908047,0.0339076283144141,0.0238945135227346
"Sex:Order",1,19,3.5467290539138,0.118344074540165,0.000688659481939909,0.734615431693416
"time_phase",4.72174259644492,89.7131093324534,6.0379938827959,1.86937095704807,0.080461746305559,0.111529366692413
"Sex:time_phase",4.72174259644492,89.7131093324534,6.0379938827959,0.651136399993854,0.0295772046037211,0.652667882471695
"Order:time_phase",4.72174259644492,89.7131093324534,6.0379938827959,1.4891229815879,0.0651615343451789,0.204260716665044
"Sex:Order:time_phase",4.72174259644492,89.7131093324534,6.0379938827959,0.850729672258445,0.0382963180553994,0.512246980245251
