"","num Df","den Df","MSE","F","ges","Pr(>F)"
"sex",1,19,1426.82748538012,2.28991580852844,0.0688279612661271,0.146673939250639
"order",1,19,1426.82748538012,0.140254550511223,0.00450682517250334,0.7121752718203
"sex:order",1,19,1426.82748538012,0.991293464975519,0.0310055193530183,0.331938259293129
"diet_phase",1.71553501245004,32.5951652365508,524.424741738783,50.1262104067854,0.505003136816293,4.57022672648895e-10
"sex:diet_phase",1.71553501245004,32.5951652365508,524.424741738783,2.96353905211094,0.0568855312576711,0.0729129879611207
"order:diet_phase",1.71553501245004,32.5951652365508,524.424741738783,8.99283464316868,0.154713224754118,0.001268045312174
"sex:order:diet_phase",1.71553501245004,32.5951652365508,524.424741738783,1.9331659893855,0.0378561052575391,0.165745033797452
