MM:DD:YYYY hh:mm:ss,Temp,Humidity,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
4/18/2023 10:57:04,21.77,66.90,1.16.3,FR1,12,3.92,nan,1,Right,Left,0,1,0,0,nan,nan,15.82
4/18/2023 10:57:43,21.82,66.79,1.16.3,FR1,12,3.92,nan,1,Left,Left,1,1,0,0,nan,nan,0.03
4/18/2023 11:01:34,21.99,66.09,1.16.3,FR1,12,3.92,nan,1,RightWithPellet,Left,1,2,0,0,nan,nan,0.50
4/18/2023 11:05:03,22.01,65.80,1.16.3,FR1,12,3.91,nan,1,RightWithPellet,Left,1,3,0,0,nan,nan,0.32
4/18/2023 11:05:28,22.01,65.82,1.16.3,FR1,12,3.92,nan,1,RightWithPellet,Left,1,4,0,0,nan,nan,0.14
4/18/2023 11:05:40,22.01,65.82,1.16.3,FR1,12,3.92,nan,1,RightWithPellet,Left,1,5,0,0,nan,nan,0.13
4/18/2023 11:05:49,22.00,65.78,1.16.3,FR1,12,3.92,nan,1,RightWithPellet,Left,1,6,0,0,nan,nan,0.29
4/18/2023 11:05:50,22.03,65.73,1.16.3,FR1,12,3.92,nan,1,RightWithPellet,Left,1,7,0,0,nan,nan,0.00
4/18/2023 11:05:58,22.01,65.74,1.16.3,FR1,12,3.92,nan,1,RightWithPellet,Left,1,8,0,0,nan,nan,0.27
4/18/2023 11:05:59,22.02,65.73,1.16.3,FR1,12,3.92,1,1,Pellet,Left,1,8,1,0,Timed_out,nan,nan
4/18/2023 11:06:14,22.03,65.74,1.16.3,FR1,12,3.92,nan,1,Left,Left,2,8,1,0,nan,nan,0.02
4/18/2023 11:08:24,22.06,65.70,1.16.3,FR1,12,3.91,1,1,Pellet,Left,2,8,2,0,Timed_out,145,nan
4/18/2023 11:31:49,22.12,65.67,1.16.3,FR1,12,3.91,nan,1,Right,Left,2,9,2,0,nan,nan,0.04
4/18/2023 11:33:19,22.11,65.64,1.16.3,FR1,12,3.91,nan,1,Left,Left,3,9,2,0,nan,nan,0.02
4/18/2023 11:33:39,22.12,65.65,1.16.3,FR1,12,3.91,nan,1,RightWithPellet,Left,3,10,2,0,nan,nan,0.12
4/18/2023 11:33:39,22.14,65.67,1.16.3,FR1,12,3.92,nan,1,RightWithPellet,Left,3,11,2,0,nan,nan,0.18
