MouseID,Phase,Start_Time,End_Time,Duration_Minutes,Number_of_Pellets
FEDXB01,GRAIN,6/4/2022 5:28,6/4/2022 5:30,2.38,11
FEDXB01,GRAIN,6/4/2022 21:51,6/4/2022 21:52,1.25,10
FEDXB01,GRAIN,6/4/2022 22:29,6/4/2022 22:30,1.8,12
FEDXB01,GRAIN,6/5/2022 0:44,6/5/2022 0:46,1.25,10
FEDXB01,GRAIN,6/5/2022 1:32,6/5/2022 1:34,2.28,13
FEDXB01,GRAIN,6/5/2022 3:51,6/5/2022 3:53,1.85,10
FEDXB01,PR,6/6/2022 19:54,6/6/2022 19:58,4.32,12
FEDXB01,NR,6/14/2022 23:54,6/14/2022 23:58,3.65,10
FEDXB01,NR,6/16/2022 23:08,6/16/2022 23:10,1.78,11
FEDXB01,NR,6/18/2022 23:17,6/18/2022 23:20,2.88,11
FEDXB02,PR,6/5/2022 13:11,6/5/2022 13:14,2.45,25
FEDXB02,PR,6/5/2022 20:23,6/5/2022 20:24,0.98,12
FEDXB02,PR,6/5/2022 20:26,6/5/2022 20:27,0.9,10
FEDXB02,PR,6/6/2022 0:27,6/6/2022 0:29,2.77,10
FEDXB02,PR,6/8/2022 21:08,6/8/2022 21:13,5.27,16
FEDXB03,PR,6/5/2022 12:15,6/5/2022 12:16,1.18,10
FEDXB03,PR,6/9/2022 10:26,6/9/2022 10:28,1.93,11
FEDXB03,PR,6/9/2022 18:24,6/9/2022 18:27,2.12,10
FEDXB04,GRAIN,6/4/2022 6:17,6/4/2022 6:19,1.88,10
FEDXB04,GRAIN,6/5/2022 7:07,6/5/2022 7:08,1.23,11
FEDXB04,PR,6/9/2022 9:53,6/9/2022 9:55,2.32,11
FEDXB04,PR,6/11/2022 0:24,6/11/2022 0:26,2.58,10
FEDXB04,NR,6/12/2022 23:48,6/12/2022 23:51,2.72,10
FEDXB04,NR,6/13/2022 11:56,6/13/2022 11:59,3.28,15
FEDXB04,NR,6/13/2022 21:40,6/13/2022 21:42,1.95,10
FEDXB04,NR,6/13/2022 22:59,6/13/2022 23:01,2.07,13
FEDXB04,NR,6/14/2022 5:59,6/14/2022 6:00,1.73,10
FEDXB04,NR,6/14/2022 6:53,6/14/2022 6:55,2.15,13
FEDXB04,NR,6/14/2022 22:47,6/14/2022 22:49,1.28,10
FEDXB04,NR,6/15/2022 23:59,6/16/2022 0:00,1.32,11
FEDXB04,NR,6/16/2022 0:41,6/16/2022 0:43,1.42,12
FEDXB04,NR,6/16/2022 1:11,6/16/2022 1:13,2.33,11
FEDXB04,NR,6/17/2022 1:07,6/17/2022 1:09,2.12,11
FEDXB04,NR,6/17/2022 3:55,6/17/2022 3:56,1.58,10
FEDXB04,NR,6/17/2022 12:23,6/17/2022 12:24,1.27,10
FEDXB04,NR,6/18/2022 10:13,6/18/2022 10:15,2.3,10
FEDXB05,GRAIN,6/2/2022 17:32,6/2/2022 17:34,2.18,10
FEDXB05,GRAIN,6/2/2022 21:36,6/2/2022 21:38,1.85,12
FEDXB05,GRAIN,6/3/2022 0:06,6/3/2022 0:08,1.82,12
FEDXB05,GRAIN,6/3/2022 22:22,6/3/2022 22:25,2.38,11
FEDXB05,GRAIN,6/5/2022 1:58,6/5/2022 2:00,1.5,10
FEDXB05,PR,6/8/2022 1:05,6/8/2022 1:08,2.43,11
FEDXB05,PR,6/10/2022 0:56,6/10/2022 0:58,1.87,12
FEDXB05,NR,6/17/2022 23:41,6/17/2022 23:45,3.98,13
FEDXB05,NR,6/18/2022 9:53,6/18/2022 9:56,3.02,10
FEDXB06,GRAIN,6/2/2022 22:32,6/2/2022 22:33,1.02,11
FEDXB06,GRAIN,6/3/2022 1:30,6/3/2022 1:32,1.4,12
FEDXB06,GRAIN,6/3/2022 18:51,6/3/2022 18:54,3.13,13
FEDXB06,GRAIN,6/3/2022 20:07,6/3/2022 20:09,2.13,15
FEDXB06,GRAIN,6/4/2022 7:39,6/4/2022 7:41,1.52,12
FEDXB06,GRAIN,6/5/2022 0:50,6/5/2022 0:51,1.1,11
FEDXB06,PR,6/10/2022 19:37,6/10/2022 19:39,1.68,10
FEDXB06,PR,6/11/2022 23:09,6/11/2022 23:10,1.82,11
FEDXB06,NR,6/12/2022 11:05,6/12/2022 11:09,4.53,20
FEDXB06,NR,6/13/2022 4:13,6/13/2022 4:15,2.73,10
FEDXB06,NR,6/13/2022 17:03,6/13/2022 17:07,3.53,15
FEDXB06,NR,6/13/2022 18:31,6/13/2022 18:33,2.23,11
FEDXB06,NR,6/14/2022 19:33,6/14/2022 19:36,2.62,12
FEDXB06,NR,6/15/2022 19:33,6/15/2022 19:36,3,12
FEDXB06,NR,6/17/2022 18:17,6/17/2022 18:19,1.83,10
FEDXB06,NR,6/17/2022 21:36,6/17/2022 21:37,1.03,10
FEDXB06,NR,6/18/2022 5:40,6/18/2022 5:43,2.65,14
FEDXB06,NR,6/18/2022 6:20,6/18/2022 6:22,1.52,10
FEDXB06,NR,6/18/2022 6:51,6/18/2022 6:53,2.1,10
FEDXB06,NR,6/18/2022 18:16,6/18/2022 18:18,2.15,10
FEDXB06,NR,6/18/2022 23:55,6/18/2022 23:56,1.55,10
FEDXB06,NR,6/19/2022 1:00,6/19/2022 1:02,1.88,11
FEDXB06,NR,6/19/2022 3:17,6/19/2022 3:18,1.53,11
FEDXB06,NR,6/19/2022 10:24,6/19/2022 10:26,2.03,11
FEDXB07,GRAIN,6/3/2022 3:59,6/3/2022 4:00,1,10
FEDXB07,GRAIN,6/3/2022 5:57,6/3/2022 5:58,1.8,10
FEDXB07,GRAIN,6/3/2022 22:37,6/3/2022 22:38,0.98,10
FEDXB07,GRAIN,6/5/2022 1:04,6/5/2022 1:05,1.28,10
FEDXB07,NR,6/5/2022 19:03,6/5/2022 19:06,2.85,11
FEDXB07,NR,6/6/2022 0:55,6/6/2022 0:57,1.6,10
FEDXB07,NR,6/6/2022 5:27,6/6/2022 5:29,1.4,11
FEDXB07,NR,6/10/2022 23:37,6/10/2022 23:38,1.37,10
FEDXB07,NR,6/11/2022 1:24,6/11/2022 1:26,1.52,10
FEDXB07,NR,6/12/2022 0:19,6/12/2022 0:21,1.97,11
FEDXB08,GRAIN,6/3/2022 16:23,6/3/2022 16:25,1.85,11
FEDXB08,GRAIN,6/3/2022 20:24,6/3/2022 20:25,1.25,10
FEDXB08,GRAIN,6/3/2022 21:02,6/3/2022 21:03,1.23,12
FEDXB08,GRAIN,6/3/2022 22:49,6/3/2022 22:50,1.07,11
FEDXB08,GRAIN,6/3/2022 23:11,6/3/2022 23:13,1.4,10
FEDXB08,GRAIN,6/4/2022 0:25,6/4/2022 0:27,1.73,19
FEDXB08,GRAIN,6/4/2022 1:52,6/4/2022 1:53,1.42,10
FEDXB08,GRAIN,6/4/2022 2:27,6/4/2022 2:28,1.42,15
FEDXB08,GRAIN,6/4/2022 6:25,6/4/2022 6:26,1.23,10
FEDXB08,GRAIN,6/4/2022 12:24,6/4/2022 12:26,1.67,10
FEDXB08,GRAIN,6/4/2022 17:59,6/4/2022 18:00,1.25,10
FEDXB08,GRAIN,6/4/2022 21:21,6/4/2022 21:22,1.5,10
FEDXB08,GRAIN,6/4/2022 23:50,6/4/2022 23:52,1.3,10
FEDXB08,GRAIN,6/5/2022 1:14,6/5/2022 1:15,1.5,10
FEDXB08,GRAIN,6/5/2022 2:11,6/5/2022 2:13,1.53,10
FEDXB08,GRAIN,6/5/2022 5:20,6/5/2022 5:21,1.28,10
FEDXB08,GRAIN,6/5/2022 6:15,6/5/2022 6:17,1.68,10
FEDXB08,GRAIN,6/5/2022 7:33,6/5/2022 7:35,1.78,11
FEDXB08,PR,6/13/2022 16:18,6/13/2022 16:20,2.12,10
FEDXB08,PR,6/15/2022 21:36,6/15/2022 21:38,1.53,10
FEDXB08,PR,6/17/2022 7:13,6/17/2022 7:16,3.02,16
FEDXB08,NR,6/5/2022 17:47,6/5/2022 17:49,1.75,10
FEDXB08,NR,6/6/2022 17:44,6/6/2022 17:45,1.73,12
FEDXB08,NR,6/6/2022 21:29,6/6/2022 21:30,1.4,11
FEDXB08,NR,6/7/2022 1:38,6/7/2022 1:40,2.45,14
FEDXB08,NR,6/7/2022 19:47,6/7/2022 19:49,1.62,10
FEDXB08,NR,6/7/2022 21:58,6/7/2022 22:00,1.58,10
FEDXB08,NR,6/8/2022 3:12,6/8/2022 3:13,1.43,12
FEDXB08,NR,6/8/2022 23:56,6/8/2022 23:58,1.67,12
FEDXB08,NR,6/9/2022 3:29,6/9/2022 3:30,1.33,10
FEDXB08,NR,6/9/2022 18:53,6/9/2022 18:55,1.78,11
FEDXB08,NR,6/10/2022 4:36,6/10/2022 4:38,1.65,10
FEDXB08,NR,6/10/2022 16:47,6/10/2022 16:49,2.23,10
FEDXB08,NR,6/11/2022 2:55,6/11/2022 2:57,1.68,10
FEDXB08,NR,6/11/2022 22:52,6/11/2022 22:54,1.73,10
FEDXB08,NR,6/12/2022 2:29,6/12/2022 2:31,2.22,13
FEDXB10,GRAIN,6/2/2022 19:29,6/2/2022 19:31,1.77,11
FEDXB10,GRAIN,6/5/2022 6:51,6/5/2022 6:53,1.18,11
FEDXB10,PR,6/19/2022 0:39,6/19/2022 0:41,2.43,11
FEDXB10,NR,6/5/2022 12:46,6/5/2022 12:48,1.98,10
FEDXB10,NR,6/6/2022 19:53,6/6/2022 19:56,2.13,10
FEDXB10,NR,6/7/2022 0:41,6/7/2022 0:43,2.07,12
FEDXB10,NR,6/8/2022 19:12,6/8/2022 19:15,2.7,12
FEDXB10,NR,6/9/2022 23:06,6/9/2022 23:08,2.08,11
FEDXB11,GRAIN,6/2/2022 14:30,6/2/2022 14:32,2,15
FEDXB11,GRAIN,6/2/2022 14:44,6/2/2022 14:46,1.32,10
FEDXB11,GRAIN,6/2/2022 16:46,6/2/2022 16:48,2.22,13
FEDXB11,GRAIN,6/2/2022 18:30,6/2/2022 18:32,1.95,14
FEDXB11,GRAIN,6/3/2022 23:09,6/3/2022 23:11,1.27,11
FEDXB11,GRAIN,6/5/2022 5:30,6/5/2022 5:32,1.7,12
FEDXB11,NR,6/12/2022 1:50,6/12/2022 1:53,2.18,10
FEDXB12,GRAIN,6/2/2022 23:44,6/2/2022 23:46,1.92,12
FEDXB12,GRAIN,6/3/2022 8:27,6/3/2022 8:29,1.9,10
FEDXB12,GRAIN,6/3/2022 8:38,6/3/2022 8:41,2.82,10
FEDXB12,GRAIN,6/3/2022 21:21,6/3/2022 21:23,1.52,10
FEDXB12,GRAIN,6/3/2022 22:45,6/3/2022 22:47,1.7,10
FEDXB12,GRAIN,6/3/2022 23:57,6/3/2022 23:58,1.22,10
FEDXB12,GRAIN,6/4/2022 0:57,6/4/2022 0:59,1.93,11
FEDXB12,GRAIN,6/4/2022 1:47,6/4/2022 1:49,2.07,11
FEDXB12,GRAIN,6/4/2022 3:15,6/4/2022 3:18,2.43,11
FEDXB12,GRAIN,6/4/2022 6:15,6/4/2022 6:16,1.82,11
FEDXB12,GRAIN,6/4/2022 9:00,6/4/2022 9:02,1.8,10
FEDXB12,GRAIN,6/4/2022 9:08,6/4/2022 9:09,1.7,10
FEDXB12,GRAIN,6/4/2022 21:38,6/4/2022 21:39,1.48,10
FEDXB12,GRAIN,6/4/2022 23:26,6/4/2022 23:28,2.35,15
FEDXB12,GRAIN,6/5/2022 0:10,6/5/2022 0:11,1.73,11
FEDXB12,GRAIN,6/5/2022 1:16,6/5/2022 1:18,2.13,12
FEDXB12,GRAIN,6/5/2022 1:39,6/5/2022 1:40,1.32,10
FEDXB12,GRAIN,6/5/2022 4:11,6/5/2022 4:12,1.77,12
FEDXB12,GRAIN,6/5/2022 4:43,6/5/2022 4:44,1.47,10
FEDXB12,GRAIN,6/5/2022 7:46,6/5/2022 7:48,1.93,11
FEDXB12,PR,6/13/2022 0:15,6/13/2022 0:18,2.38,10
FEDXB12,PR,6/13/2022 6:10,6/13/2022 6:13,2.85,11
FEDXB12,PR,6/13/2022 12:53,6/13/2022 12:57,3.48,12
FEDXB12,PR,6/13/2022 18:22,6/13/2022 18:24,2.47,10
FEDXB12,PR,6/13/2022 20:39,6/13/2022 20:42,2.42,12
FEDXB12,PR,6/13/2022 21:13,6/13/2022 21:15,2.03,10
FEDXB12,PR,6/14/2022 7:35,6/14/2022 7:38,2.85,11
FEDXB12,PR,6/14/2022 23:34,6/14/2022 23:37,2.67,12
FEDXB12,PR,6/15/2022 1:53,6/15/2022 1:55,2.15,10
FEDXB12,PR,6/15/2022 3:36,6/15/2022 3:39,2.62,12
FEDXB12,PR,6/15/2022 5:45,6/15/2022 5:48,2.73,11
FEDXB12,PR,6/15/2022 9:15,6/15/2022 9:18,2.95,10
FEDXB12,PR,6/16/2022 1:14,6/16/2022 1:17,3.42,15
FEDXB12,PR,6/16/2022 1:36,6/16/2022 1:38,2.33,11
FEDXB12,PR,6/16/2022 21:59,6/16/2022 22:01,1.83,10
FEDXB12,PR,6/16/2022 23:38,6/16/2022 23:40,2.1,10
FEDXB12,PR,6/17/2022 0:59,6/17/2022 1:01,2.2,11
FEDXB12,PR,6/17/2022 1:25,6/17/2022 1:27,2.57,11
FEDXB12,PR,6/17/2022 1:53,6/17/2022 1:55,2.13,10
FEDXB12,PR,6/17/2022 2:39,6/17/2022 2:42,2.5,11
FEDXB12,PR,6/17/2022 22:57,6/17/2022 22:59,2.67,12
FEDXB12,PR,6/19/2022 0:10,6/19/2022 0:12,2.45,12
FEDXB12,NR,6/5/2022 18:43,6/5/2022 18:45,1.85,10
FEDXB12,NR,6/6/2022 0:53,6/6/2022 0:56,2.33,11
FEDXB12,NR,6/6/2022 22:09,6/6/2022 22:11,1.57,10
FEDXB12,NR,6/6/2022 23:50,6/6/2022 23:52,2.05,11
FEDXB12,NR,6/7/2022 0:27,6/7/2022 0:29,2,10
FEDXB12,NR,6/8/2022 0:24,6/8/2022 0:26,2.02,10
FEDXB12,NR,6/9/2022 1:34,6/9/2022 1:36,1.77,10
FEDXB12,NR,6/9/2022 5:59,6/9/2022 6:01,2.13,10
FEDXB12,NR,6/9/2022 21:14,6/9/2022 21:16,1.93,10
FEDXB12,NR,6/9/2022 22:54,6/9/2022 22:55,1.77,11
FEDXB12,NR,6/10/2022 1:43,6/10/2022 1:45,2.47,13
FEDXB12,NR,6/10/2022 2:20,6/10/2022 2:21,1.63,10
FEDXB12,NR,6/10/2022 21:51,6/10/2022 21:53,2.07,12
FEDXB12,NR,6/11/2022 23:24,6/11/2022 23:25,1.9,12
FEDXB12,NR,6/12/2022 0:45,6/12/2022 0:47,2.37,13
FEDXB12,NR,6/12/2022 1:33,6/12/2022 1:35,2.17,12
FEDXB12,NR,6/12/2022 8:51,6/12/2022 8:53,2.1,10
