"contrast","estimate","SE","df","t.ratio","p.value","Sex"
"NR0 Order2 SexF - NR1 Order2 SexF",0.506162818662814,0.594315053345732,19,0.851674235430082,1,"F"
"NR0 Order2 SexF - NR2 Order2 SexF",0.762576312576312,0.49635641298617,19,1.53634826230715,0.704695255876322,"F"
"NR0 Order2 SexF - NR3 Order2 SexF",0.898809523809522,0.462576568665669,19,1.94305026387781,0.401860313636471,"F"
"NR0 Order2 SexF - NR4 Order2 SexF",0.432773109243696,0.605395890588126,19,0.714859674424397,1,"F"
"NR0 Order2 SexF - NR5 Order2 SexF",0.610351966873703,0.558121240777772,19,1.09358311829011,1,"F"
"NR0 Order2 SexF - NR6 Order2 SexF",0.540211640211639,0.531416896538264,19,1.01654961242419,1,"F"
