"","Factor","Sum.Sq","Df","F.value","Pr..F."
"Sex","Sex",13611.8270202021,1,2.50297604109005,0.121920033367049
"Order","Order",13854.2020202021,1,2.54754454883399,0.118749919813932
"Diet_Phase","Diet_Phase",59184.7826086958,1,10.8830425663526,0.00211420548606437
"Sex:Order","Sex:Order",2940.97222222222,1,0.540793164562583,0.466619040297587
"Sex:Diet_Phase","Sex:Diet_Phase",1894.67550505052,1,0.34839756542184,0.558515689342069
"Order:Diet_Phase","Order:Diet_Phase",8838.38383838383,1,1.62522363504909,0.210105102337881
"Sex:Order:Diet_Phase","Sex:Order:Diet_Phase",10154.7055555556,1,1.86727209155368,0.179819536453506
"Residuals","Residuals",206653.766666667,38,NA,NA
