"","diff","lwr","upr","p adj","Group1","Group2"
"M.1.NR-F.1.NR",0.699999999999932,-142.438499634155,143.838499634155,1,"M.1.NR-F.1.NR",""
"F.2.NR-F.1.NR",55.0333333333333,-88.1051663008219,198.171832967489,0.916886121438167,"F.2.NR-F.1.NR",""
"M.2.NR-F.1.NR",-35.9666666666666,-179.105166300822,107.171832967489,0.991783847595826,"M.2.NR-F.1.NR",""
"F.1.PR-F.1.NR",63.3999999999999,-86.1032869599755,212.903286959975,0.869456506697978,"F.1.PR-F.1.NR",""
"M.1.PR-F.1.NR",27.3666666666666,-115.771832967489,170.505166300822,0.99848515016486,"M.1.PR-F.1.NR",""
"F.2.PR-F.1.NR",111.533333333333,-31.6051663008219,254.671832967489,0.227266640422691,"F.2.PR-F.1.NR",""
"M.2.PR-F.1.NR",103.033333333333,-40.1051663008219,246.171832967489,0.316163767809521,"M.2.PR-F.1.NR",""
"F.2.NR-M.1.NR",54.3333333333334,-82.1438711485775,190.810537815244,0.901992858216066,"F.2.NR-M.1.NR",""
"M.2.NR-M.1.NR",-36.6666666666665,-173.143871148577,99.8105378152443,0.987809655787368,"M.2.NR-M.1.NR",""
"F.1.PR-M.1.NR",62.7,-80.4384996341552,205.838499634155,0.849732920049273,"F.1.PR-M.1.NR",""
"M.1.PR-M.1.NR",26.6666666666667,-109.810537815244,163.143871148578,0.998260240619364,"M.1.PR-M.1.NR",""
"F.2.PR-M.1.NR",110.833333333333,-25.6438711485775,247.310537815244,0.186336870967718,"F.2.PR-M.1.NR",""
"M.2.PR-M.1.NR",102.333333333333,-34.1438711485775,238.810537815244,0.268849084466564,"M.2.PR-M.1.NR",""
"M.2.NR-F.2.NR",-90.9999999999999,-227.477204481911,45.4772044819109,0.410753992821969,"M.2.NR-F.2.NR",""
"F.1.PR-F.2.NR",8.36666666666662,-134.771832967489,151.505166300822,0.99999949615059,"F.1.PR-F.2.NR",""
"M.1.PR-F.2.NR",-27.6666666666667,-164.143871148578,108.810537815244,0.99780369023883,"M.1.PR-F.2.NR",""
"F.2.PR-F.2.NR",56.5,-79.9772044819109,192.977204481911,0.882740496855328,"F.2.PR-F.2.NR",""
"M.2.PR-F.2.NR",48,-88.4772044819109,184.477204481911,0.946531799696219,"M.2.PR-F.2.NR",""
"F.1.PR-M.2.NR",99.3666666666666,-43.7718329674886,242.505166300822,0.36022747899231,"F.1.PR-M.2.NR",""
"M.1.PR-M.2.NR",63.3333333333333,-73.1438711485776,199.810537815244,0.809108795744941,"M.1.PR-M.2.NR",""
"F.2.PR-M.2.NR",147.5,11.0227955180891,283.977204481911,0.0262704013689663,"F.2.PR-M.2.NR",""
"M.2.PR-M.2.NR",139,2.52279551808908,275.477204481911,0.0433064114724366,"M.2.PR-M.2.NR",""
"M.1.PR-F.1.PR",-36.0333333333333,-179.171832967489,107.105166300822,0.991692665828772,"M.1.PR-F.1.PR",""
"F.2.PR-F.1.PR",48.1333333333334,-95.0051663008218,191.271832967489,0.957613336525685,"F.2.PR-F.1.PR",""
"M.2.PR-F.1.PR",39.6333333333334,-103.505166300822,182.771832967489,0.985483706528384,"M.2.PR-F.1.PR",""
"F.2.PR-M.1.PR",84.1666666666667,-52.3105378152442,220.643871148578,0.509918319873222,"F.2.PR-M.1.PR",""
"M.2.PR-M.1.PR",75.6666666666667,-60.8105378152442,212.143871148578,0.638489613148391,"M.2.PR-M.1.PR",""
"M.2.PR-F.2.PR",-8.5,-144.977204481911,127.977204481911,0.999999217531926,"M.2.PR-F.2.PR",""
